Date;Time of day;Biomass[MW];Hydropower[MW];Wind offshore[MW];Wind onshore[MW];Photovoltaics[MW];Other renewable[MW];Nuclear[MW];Fossil brown coal[MW];Fossil hard coal[MW];Fossil gas[MW];Hydro pumped storage[MW];Other conventional[MW]
Jan 1, 2019;12:00 AM;7,752;5,281;6,393;52,792;45,299;487;9,516;21,205;25,293;31,664;9,422;7,277
