Date;Time of day;Total[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other[MWh]
Jan 1, 2017;12:00 AM;52,628;800;3,240;0;36,524
Jan 1, 2017;12:15 AM;-;800;3,230;0;-
Jan 1, 2017;12:30 AM;-;801;3,221;0;-
Jan 1, 2017;12:45 AM;-;801;3,212;0;-
Jan 1, 2017;1:00 AM;51,289;797;3,208;0;35,326
Jan 1, 2017;1:15 AM;-;797;3,199;0;-
Jan 1, 2017;1:30 AM;-;796;3,190;0;-
Jan 1, 2017;1:45 AM;-;795;3,181;0;-
Jan 1, 2017;2:00 AM;50,775;794;3,185;0;34,882
Jan 1, 2017;2:15 AM;-;795;3,180;0;-
Jan 1, 2017;2:30 AM;-;795;3,177;0;-
Jan 1, 2017;2:45 AM;-;794;3,174;0;-
Jan 1, 2017;3:00 AM;50,710;795;3,169;0;34,905
Jan 1, 2017;3:15 AM;-;794;3,162;0;-
Jan 1, 2017;3:30 AM;-;793;3,155;0;-
Jan 1, 2017;3:45 AM;-;792;3,147;0;-
Jan 1, 2017;4:00 AM;50,194;791;3,139;0;34,453
Jan 1, 2017;4:15 AM;-;790;3,143;0;-
Jan 1, 2017;4:30 AM;-;791;3,147;0;-
Jan 1, 2017;4:45 AM;-;790;3,152;0;-
Jan 1, 2017;5:00 AM;49,831;791;3,158;0;33,950
Jan 1, 2017;5:15 AM;-;790;3,173;0;-
Jan 1, 2017;5:30 AM;-;791;3,187;0;-
Jan 1, 2017;5:45 AM;-;791;3,202;0;-
Jan 1, 2017;6:00 AM;49,539;792;3,219;0;33,418
Jan 1, 2017;6:15 AM;-;792;3,231;0;-
Jan 1, 2017;6:30 AM;-;793;3,243;0;-
Jan 1, 2017;6:45 AM;-;794;3,257;0;-
Jan 1, 2017;7:00 AM;50,427;793;3,273;0;34,036
Jan 1, 2017;7:15 AM;-;785;3,301;0;-
Jan 1, 2017;7:30 AM;-;779;3,329;1;-
Jan 1, 2017;7:45 AM;-;772;3,358;1;-
Jan 1, 2017;8:00 AM;52,399;765;3,385;9;35,283
Jan 1, 2017;8:15 AM;-;756;3,411;43;-
Jan 1, 2017;8:30 AM;-;749;3,435;123;-
Jan 1, 2017;8:45 AM;-;742;3,459;241;-
Jan 1, 2017;9:00 AM;57,494;736;3,477;393;38,061
Jan 1, 2017;9:15 AM;-;730;3,486;550;-
Jan 1, 2017;9:30 AM;-;722;3,496;723;-
Jan 1, 2017;9:45 AM;-;715;3,507;899;-
Jan 1, 2017;10:00 AM;62,254;703;3,513;1,076;40,470
Jan 1, 2017;10:15 AM;-;678;3,487;1,236;-
Jan 1, 2017;10:30 AM;-;653;3,459;1,391;-
Jan 1, 2017;10:45 AM;-;628;3,430;1,532;-
Jan 1, 2017;11:00 AM;66,227;603;3,398;1,655;43,416
Jan 1, 2017;11:15 AM;-;580;3,363;1,755;-
Jan 1, 2017;11:30 AM;-;555;3,330;1,841;-
Jan 1, 2017;11:45 AM;-;529;3,296;1,908;-
Jan 1, 2017;12:00 PM;66,869;511;3,261;1,951;44,299
Jan 1, 2017;12:15 PM;-;505;3,214;1,965;-
Jan 1, 2017;12:30 PM;-;497;3,168;1,957;-
Jan 1, 2017;12:45 PM;-;488;3,125;1,931;-
Jan 1, 2017;1:00 PM;64,016;474;3,091;1,879;42,958
Jan 1, 2017;1:15 PM;-;460;3,082;1,799;-
Jan 1, 2017;1:30 PM;-;441;3,077;1,693;-
Jan 1, 2017;1:45 PM;-;425;3,069;1,570;-
Jan 1, 2017;2:00 PM;59,029;412;3,067;1,429;40,391
Jan 1, 2017;2:15 PM;-;406;3,073;1,271;-
Jan 1, 2017;2:30 PM;-;402;3,077;1,102;-
Jan 1, 2017;2:45 PM;-;395;3,083;922;-
Jan 1, 2017;3:00 PM;55,246;394;3,091;737;39,305
Jan 1, 2017;3:15 PM;-;397;3,108;553;-
Jan 1, 2017;3:30 PM;-;397;3,127;380;-
Jan 1, 2017;3:45 PM;-;397;3,146;216;-
Jan 1, 2017;4:00 PM;55,124;397;3,165;96;40,645
Jan 1, 2017;4:15 PM;-;395;3,181;33;-
Jan 1, 2017;4:30 PM;-;395;3,196;13;-
Jan 1, 2017;4:45 PM;-;393;3,215;2;-
Jan 1, 2017;5:00 PM;57,610;391;3,234;0;43,015
Jan 1, 2017;5:15 PM;-;390;3,252;1;-
Jan 1, 2017;5:30 PM;-;387;3,272;1;-
Jan 1, 2017;5:45 PM;-;386;3,282;0;-
Jan 1, 2017;6:00 PM;58,085;387;3,292;0;43,294
Jan 1, 2017;6:15 PM;-;392;3,298;0;-
Jan 1, 2017;6:30 PM;-;398;3,304;0;-
Jan 1, 2017;6:45 PM;-;403;3,317;0;-
Jan 1, 2017;7:00 PM;58,118;413;3,319;0;43,291
Jan 1, 2017;7:15 PM;-;429;3,286;0;-
Jan 1, 2017;7:30 PM;-;445;3,254;0;-
Jan 1, 2017;7:45 PM;-;460;3,221;0;-
Jan 1, 2017;8:00 PM;56,548;473;3,201;0;41,875
Jan 1, 2017;8:15 PM;-;490;3,180;0;-
Jan 1, 2017;8:30 PM;-;507;3,160;0;-
Jan 1, 2017;8:45 PM;-;523;3,140;0;-
Jan 1, 2017;9:00 PM;54,765;538;3,121;0;40,103
Jan 1, 2017;9:15 PM;-;551;3,113;0;-
Jan 1, 2017;9:30 PM;-;563;3,105;0;-
Jan 1, 2017;9:45 PM;-;575;3,098;0;-
Jan 1, 2017;10:00 PM;54,194;585;3,090;0;39,573
Jan 1, 2017;10:15 PM;-;586;3,076;0;-
Jan 1, 2017;10:30 PM;-;586;3,063;0;-
Jan 1, 2017;10:45 PM;-;586;3,050;0;-
Jan 1, 2017;11:00 PM;51,967;586;3,037;0;37,535
Jan 1, 2017;11:15 PM;-;582;3,031;0;-
Jan 1, 2017;11:30 PM;-;579;3,025;0;-
Jan 1, 2017;11:45 PM;-;576;3,018;0;-
Jan 2, 2017;12:00 AM;48,585;646;2,659;0;35,285
Jan 2, 2017;12:15 AM;-;650;2,669;0;-
Jan 2, 2017;12:30 AM;-;655;2,678;0;-
Jan 2, 2017;12:45 AM;-;659;2,686;0;-
Jan 2, 2017;1:00 AM;47,990;663;2,697;0;34,507
Jan 2, 2017;1:15 AM;-;658;2,710;0;-
Jan 2, 2017;1:30 AM;-;653;2,722;0;-
Jan 2, 2017;1:45 AM;-;648;2,733;0;-
Jan 2, 2017;2:00 AM;48,842;644;2,758;0;35,182
Jan 2, 2017;2:15 AM;-;637;2,774;0;-
Jan 2, 2017;2:30 AM;-;629;2,790;0;-
Jan 2, 2017;2:45 AM;-;622;2,807;0;-
Jan 2, 2017;3:00 AM;49,051;614;2,821;0;35,282
Jan 2, 2017;3:15 AM;-;611;2,829;0;-
Jan 2, 2017;3:30 AM;-;607;2,838;0;-
Jan 2, 2017;3:45 AM;-;603;2,847;0;-
Jan 2, 2017;4:00 AM;50,541;599;2,853;0;36,822
Jan 2, 2017;4:15 AM;-;590;2,848;0;-
Jan 2, 2017;4:30 AM;-;581;2,842;0;-
Jan 2, 2017;4:45 AM;-;573;2,836;0;-
Jan 2, 2017;5:00 AM;52,279;564;2,828;0;38,779
Jan 2, 2017;5:15 AM;-;566;2,816;0;-
Jan 2, 2017;5:30 AM;-;567;2,802;0;-
Jan 2, 2017;5:45 AM;-;570;2,787;0;-
Jan 2, 2017;6:00 AM;57,972;571;2,773;0;44,628
Jan 2, 2017;6:15 AM;-;567;2,772;0;-
Jan 2, 2017;6:30 AM;-;562;2,772;0;-
Jan 2, 2017;6:45 AM;-;557;2,772;0;-
Jan 2, 2017;7:00 AM;64,986;551;2,772;0;51,885
Jan 2, 2017;7:15 AM;-;550;2,741;0;-
Jan 2, 2017;7:30 AM;-;549;2,710;0;-
Jan 2, 2017;7:45 AM;-;547;2,682;0;-
Jan 2, 2017;8:00 AM;68,875;546;2,662;5;56,007
Jan 2, 2017;8:15 AM;-;545;2,633;26;-
Jan 2, 2017;8:30 AM;-;545;2,602;68;-
Jan 2, 2017;8:45 AM;-;545;2,572;120;-
Jan 2, 2017;9:00 AM;70,771;546;2,540;181;57,376
Jan 2, 2017;9:15 AM;-;548;2,508;259;-
Jan 2, 2017;9:30 AM;-;548;2,478;350;-
Jan 2, 2017;9:45 AM;-;550;2,446;442;-
Jan 2, 2017;10:00 AM;72,080;551;2,411;534;57,894
Jan 2, 2017;10:15 AM;-;548;2,365;621;-
Jan 2, 2017;10:30 AM;-;545;2,320;702;-
Jan 2, 2017;10:45 AM;-;540;2,276;775;-
Jan 2, 2017;11:00 AM;73,160;537;2,232;839;58,639
Jan 2, 2017;11:15 AM;-;542;2,198;891;-
Jan 2, 2017;11:30 AM;-;546;2,164;931;-
Jan 2, 2017;11:45 AM;-;550;2,131;961;-
Jan 2, 2017;12:00 PM;73,122;554;2,100;977;58,805
Jan 2, 2017;12:15 PM;-;555;2,088;963;-
Jan 2, 2017;12:30 PM;-;555;2,076;937;-
Jan 2, 2017;12:45 PM;-;555;2,065;894;-
Jan 2, 2017;1:00 PM;72,425;556;2,051;844;59,051
Jan 2, 2017;1:15 PM;-;551;2,044;792;-
Jan 2, 2017;1:30 PM;-;547;2,037;730;-
Jan 2, 2017;1:45 PM;-;543;2,029;651;-
Jan 2, 2017;2:00 PM;70,426;536;2,024;569;58,331
Jan 2, 2017;2:15 PM;-;536;2,033;490;-
Jan 2, 2017;2:30 PM;-;537;2,040;412;-
Jan 2, 2017;2:45 PM;-;537;2,048;335;-
Jan 2, 2017;3:00 PM;69,749;539;2,055;259;58,547
Jan 2, 2017;3:15 PM;-;542;2,085;185;-
Jan 2, 2017;3:30 PM;-;547;2,113;120;-
Jan 2, 2017;3:45 PM;-;553;2,140;66;-
Jan 2, 2017;4:00 PM;70,197;559;2,165;27;59,151
Jan 2, 2017;4:15 PM;-;562;2,180;11;-
Jan 2, 2017;4:30 PM;-;567;2,193;4;-
Jan 2, 2017;4:45 PM;-;570;2,208;1;-
Jan 2, 2017;5:00 PM;71,384;576;2,223;0;60,032
Jan 2, 2017;5:15 PM;-;581;2,244;1;-
Jan 2, 2017;5:30 PM;-;585;2,266;0;-
Jan 2, 2017;5:45 PM;-;589;2,288;0;-
Jan 2, 2017;6:00 PM;71,680;595;2,308;0;59,911
Jan 2, 2017;6:15 PM;-;606;2,323;0;-
Jan 2, 2017;6:30 PM;-;618;2,338;0;-
Jan 2, 2017;6:45 PM;-;629;2,353;0;-
Jan 2, 2017;7:00 PM;71,210;638;2,370;0;59,169
Jan 2, 2017;7:15 PM;-;634;2,376;0;-
Jan 2, 2017;7:30 PM;-;630;2,381;0;-
Jan 2, 2017;7:45 PM;-;629;2,385;0;-
Jan 2, 2017;8:00 PM;68,355;627;2,398;0;56,158
Jan 2, 2017;8:15 PM;-;624;2,417;0;-
Jan 2, 2017;8:30 PM;-;623;2,435;0;-
Jan 2, 2017;8:45 PM;-;621;2,453;0;-
Jan 2, 2017;9:00 PM;65,484;618;2,474;0;52,971
Jan 2, 2017;9:15 PM;-;616;2,500;0;-
Jan 2, 2017;9:30 PM;-;614;2,526;0;-
Jan 2, 2017;9:45 PM;-;612;2,553;0;-
Jan 2, 2017;10:00 PM;61,780;610;2,579;0;49,038
Jan 2, 2017;10:15 PM;-;604;2,583;0;-
Jan 2, 2017;10:30 PM;-;598;2,587;0;-
Jan 2, 2017;10:45 PM;-;592;2,591;0;-
Jan 2, 2017;11:00 PM;56,725;585;2,597;0;43,947
Jan 2, 2017;11:15 PM;-;578;2,612;0;-
Jan 2, 2017;11:30 PM;-;571;2,628;0;-
Jan 2, 2017;11:45 PM;-;563;2,645;0;-
Jan 3, 2017;12:00 AM;53,404;659;3,258;0;37,458
Jan 3, 2017;12:15 AM;-;659;3,305;0;-
Jan 3, 2017;12:30 AM;-;659;3,352;0;-
Jan 3, 2017;12:45 AM;-;658;3,399;0;-
Jan 3, 2017;1:00 AM;52,208;658;3,442;0;35,620
Jan 3, 2017;1:15 AM;-;660;3,470;0;-
Jan 3, 2017;1:30 AM;-;663;3,499;0;-
Jan 3, 2017;1:45 AM;-;665;3,531;0;-
Jan 3, 2017;2:00 AM;51,746;667;3,563;0;34,654
Jan 3, 2017;2:15 AM;-;669;3,590;0;-
Jan 3, 2017;2:30 AM;-;671;3,617;0;-
Jan 3, 2017;2:45 AM;-;673;3,644;0;-
Jan 3, 2017;3:00 AM;52,801;674;3,672;0;35,155
Jan 3, 2017;3:15 AM;-;678;3,712;0;-
Jan 3, 2017;3:30 AM;-;682;3,752;0;-
Jan 3, 2017;3:45 AM;-;686;3,792;0;-
Jan 3, 2017;4:00 AM;53,454;690;3,834;0;35,196
Jan 3, 2017;4:15 AM;-;691;3,860;0;-
Jan 3, 2017;4:30 AM;-;694;3,884;0;-
Jan 3, 2017;4:45 AM;-;695;3,909;0;-
Jan 3, 2017;5:00 AM;55,368;697;3,932;0;36,716
Jan 3, 2017;5:15 AM;-;695;3,957;0;-
Jan 3, 2017;5:30 AM;-;693;3,982;0;-
Jan 3, 2017;5:45 AM;-;691;4,008;0;-
Jan 3, 2017;6:00 AM;62,159;689;4,030;0;43,132
Jan 3, 2017;6:15 AM;-;695;4,050;0;-
Jan 3, 2017;6:30 AM;-;701;4,068;0;-
Jan 3, 2017;6:45 AM;-;707;4,088;0;-
Jan 3, 2017;7:00 AM;68,725;712;4,104;0;49,403
Jan 3, 2017;7:15 AM;-;717;4,109;0;-
Jan 3, 2017;7:30 AM;-;722;4,114;0;-
Jan 3, 2017;7:45 AM;-;726;4,119;1;-
Jan 3, 2017;8:00 AM;72,954;731;4,126;6;53,185
Jan 3, 2017;8:15 AM;-;736;4,152;19;-
Jan 3, 2017;8:30 AM;-;742;4,178;46;-
Jan 3, 2017;8:45 AM;-;748;4,203;83;-
Jan 3, 2017;9:00 AM;74,094;753;4,238;132;52,909
Jan 3, 2017;9:15 AM;-;757;4,283;191;-
Jan 3, 2017;9:30 AM;-;762;4,328;262;-
Jan 3, 2017;9:45 AM;-;766;4,374;339;-
Jan 3, 2017;10:00 AM;75,778;770;4,430;419;52,383
Jan 3, 2017;10:15 AM;-;774;4,505;498;-
Jan 3, 2017;10:30 AM;-;778;4,575;575;-
Jan 3, 2017;10:45 AM;-;783;4,645;645;-
Jan 3, 2017;11:00 AM;76,740;787;4,718;708;51,017
Jan 3, 2017;11:15 AM;-;790;4,811;765;-
Jan 3, 2017;11:30 AM;-;793;4,904;807;-
Jan 3, 2017;11:45 AM;-;796;4,998;848;-
Jan 3, 2017;12:00 PM;78,318;799;5,089;876;50,647
Jan 3, 2017;12:15 PM;-;801;5,186;886;-
Jan 3, 2017;12:30 PM;-;803;5,285;883;-
Jan 3, 2017;12:45 PM;-;804;5,389;872;-
Jan 3, 2017;1:00 PM;77,578;806;5,488;850;48,615
Jan 3, 2017;1:15 PM;-;806;5,594;817;-
Jan 3, 2017;1:30 PM;-;807;5,698;774;-
Jan 3, 2017;1:45 PM;-;807;5,800;720;-
Jan 3, 2017;2:00 PM;76,271;807;5,895;656;46,817
Jan 3, 2017;2:15 PM;-;807;5,974;584;-
Jan 3, 2017;2:30 PM;-;808;6,053;506;-
Jan 3, 2017;2:45 PM;-;808;6,132;425;-
Jan 3, 2017;3:00 PM;75,956;808;6,209;343;46,593
Jan 3, 2017;3:15 PM;-;809;6,272;263;-
Jan 3, 2017;3:30 PM;-;809;6,335;189;-
Jan 3, 2017;3:45 PM;-;809;6,399;118;-
Jan 3, 2017;4:00 PM;75,738;809;6,466;60;46,127
Jan 3, 2017;4:15 PM;-;809;6,534;25;-
Jan 3, 2017;4:30 PM;-;809;6,604;11;-
Jan 3, 2017;4:45 PM;-;808;6,673;3;-
Jan 3, 2017;5:00 PM;78,061;808;6,741;0;47,470
Jan 3, 2017;5:15 PM;-;807;6,807;1;-
Jan 3, 2017;5:30 PM;-;806;6,874;0;-
Jan 3, 2017;5:45 PM;-;805;6,942;0;-
Jan 3, 2017;6:00 PM;78,333;804;7,007;0;46,725
Jan 3, 2017;6:15 PM;-;804;7,068;0;-
Jan 3, 2017;6:30 PM;-;803;7,129;0;-
Jan 3, 2017;6:45 PM;-;803;7,191;0;-
Jan 3, 2017;7:00 PM;77,429;803;7,249;0;44,989
Jan 3, 2017;7:15 PM;-;800;7,290;0;-
Jan 3, 2017;7:30 PM;-;797;7,333;0;-
Jan 3, 2017;7:45 PM;-;795;7,374;0;-
Jan 3, 2017;8:00 PM;75,147;793;7,450;0;41,964
Jan 3, 2017;8:15 PM;-;791;7,487;0;-
Jan 3, 2017;8:30 PM;-;789;7,525;0;-
Jan 3, 2017;8:45 PM;-;788;7,561;0;-
Jan 3, 2017;9:00 PM;72,899;786;7,593;0;39,250
Jan 3, 2017;9:15 PM;-;783;7,618;0;-
Jan 3, 2017;9:30 PM;-;780;7,644;0;-
Jan 3, 2017;9:45 PM;-;777;7,669;0;-
Jan 3, 2017;10:00 PM;71,189;775;7,695;0;37,207
Jan 3, 2017;10:15 PM;-;773;7,714;0;-
Jan 3, 2017;10:30 PM;-;771;7,733;0;-
Jan 3, 2017;10:45 PM;-;769;7,755;0;-
Jan 3, 2017;11:00 PM;68,344;767;7,778;0;34,006
Jan 3, 2017;11:15 PM;-;764;7,807;0;-
Jan 3, 2017;11:30 PM;-;761;7,837;0;-
Jan 3, 2017;11:45 PM;-;757;7,867;0;-
Jan 4, 2017;12:00 AM;65,994;741;8,152;0;30,334
Jan 4, 2017;12:15 AM;-;741;8,166;0;-
Jan 4, 2017;12:30 AM;-;743;8,180;0;-
Jan 4, 2017;12:45 AM;-;744;8,194;0;-
Jan 4, 2017;1:00 AM;64,527;745;8,200;0;28,915
Jan 4, 2017;1:15 AM;-;738;8,180;0;-
Jan 4, 2017;1:30 AM;-;730;8,159;0;-
Jan 4, 2017;1:45 AM;-;723;8,138;0;-
Jan 4, 2017;2:00 AM;64,150;716;8,120;0;28,955
Jan 4, 2017;2:15 AM;-;715;8,095;0;-
Jan 4, 2017;2:30 AM;-;715;8,071;0;-
Jan 4, 2017;2:45 AM;-;714;8,050;0;-
Jan 4, 2017;3:00 AM;64,125;715;8,048;0;29,058
Jan 4, 2017;3:15 AM;-;710;8,055;0;-
Jan 4, 2017;3:30 AM;-;707;8,061;0;-
Jan 4, 2017;3:45 AM;-;703;8,068;0;-
Jan 4, 2017;4:00 AM;64,224;700;8,074;0;29,098
Jan 4, 2017;4:15 AM;-;697;8,083;0;-
Jan 4, 2017;4:30 AM;-;694;8,091;0;-
Jan 4, 2017;4:45 AM;-;691;8,098;0;-
Jan 4, 2017;5:00 AM;65,432;687;8,105;0;30,236
Jan 4, 2017;5:15 AM;-;685;8,111;0;-
Jan 4, 2017;5:30 AM;-;684;8,118;0;-
Jan 4, 2017;5:45 AM;-;682;8,125;0;-
Jan 4, 2017;6:00 AM;71,564;680;8,127;0;36,356
Jan 4, 2017;6:15 AM;-;671;8,132;0;-
Jan 4, 2017;6:30 AM;-;663;8,137;0;-
Jan 4, 2017;6:45 AM;-;653;8,146;0;-
Jan 4, 2017;7:00 AM;75,955;643;8,152;0;40,759
Jan 4, 2017;7:15 AM;-;650;8,147;0;-
Jan 4, 2017;7:30 AM;-;656;8,144;0;-
Jan 4, 2017;7:45 AM;-;663;8,140;0;-
Jan 4, 2017;8:00 AM;78,333;669;8,147;2;43,134
Jan 4, 2017;8:15 AM;-;670;8,124;8;-
Jan 4, 2017;8:30 AM;-;670;8,101;20;-
Jan 4, 2017;8:45 AM;-;671;8,078;41;-
Jan 4, 2017;9:00 AM;78,770;670;8,054;73;43,414
Jan 4, 2017;9:15 AM;-;680;8,020;120;-
Jan 4, 2017;9:30 AM;-;689;7,987;177;-
Jan 4, 2017;9:45 AM;-;698;7,953;237;-
Jan 4, 2017;10:00 AM;79,700;708;7,922;298;43,822
Jan 4, 2017;10:15 AM;-;716;7,885;357;-
Jan 4, 2017;10:30 AM;-;723;7,849;414;-
Jan 4, 2017;10:45 AM;-;731;7,813;464;-
Jan 4, 2017;11:00 AM;80,298;739;7,774;510;44,222
Jan 4, 2017;11:15 AM;-;742;7,736;544;-
Jan 4, 2017;11:30 AM;-;745;7,701;574;-
Jan 4, 2017;11:45 AM;-;749;7,664;599;-
Jan 4, 2017;12:00 PM;79,806;753;7,621;616;44,169
Jan 4, 2017;12:15 PM;-;751;7,573;617;-
Jan 4, 2017;12:30 PM;-;749;7,525;608;-
Jan 4, 2017;12:45 PM;-;747;7,479;599;-
Jan 4, 2017;1:00 PM;78,612;745;7,429;584;44,149
Jan 4, 2017;1:15 PM;-;742;7,369;557;-
Jan 4, 2017;1:30 PM;-;739;7,310;523;-
Jan 4, 2017;1:45 PM;-;737;7,251;479;-
Jan 4, 2017;2:00 PM;76,309;735;7,194;430;43,645
Jan 4, 2017;2:15 PM;-;734;7,116;384;-
Jan 4, 2017;2:30 PM;-;732;7,038;333;-
Jan 4, 2017;2:45 PM;-;729;6,965;276;-
Jan 4, 2017;3:00 PM;74,919;727;6,884;219;44,410
Jan 4, 2017;3:15 PM;-;728;6,802;165;-
Jan 4, 2017;3:30 PM;-;725;6,721;113;-
Jan 4, 2017;3:45 PM;-;724;6,636;67;-
Jan 4, 2017;4:00 PM;73,799;723;6,546;32;45,357
Jan 4, 2017;4:15 PM;-;727;6,431;13;-
Jan 4, 2017;4:30 PM;-;731;6,309;6;-
Jan 4, 2017;4:45 PM;-;736;6,189;2;-
Jan 4, 2017;5:00 PM;74,012;739;6,064;0;47,354
Jan 4, 2017;5:15 PM;-;741;5,969;0;-
Jan 4, 2017;5:30 PM;-;743;5,874;0;-
Jan 4, 2017;5:45 PM;-;745;5,783;0;-
Jan 4, 2017;6:00 PM;73,711;747;5,691;0;48,505
Jan 4, 2017;6:15 PM;-;748;5,599;0;-
Jan 4, 2017;6:30 PM;-;751;5,505;0;-
Jan 4, 2017;6:45 PM;-;754;5,413;0;-
Jan 4, 2017;7:00 PM;72,199;758;5,324;0;48,256
Jan 4, 2017;7:15 PM;-;763;5,258;0;-
Jan 4, 2017;7:30 PM;-;767;5,189;0;-
Jan 4, 2017;7:45 PM;-;771;5,115;0;-
Jan 4, 2017;8:00 PM;68,488;775;5,030;0;45,633
Jan 4, 2017;8:15 PM;-;775;4,970;0;-
Jan 4, 2017;8:30 PM;-;774;4,910;0;-
Jan 4, 2017;8:45 PM;-;775;4,848;0;-
Jan 4, 2017;9:00 PM;65,488;774;4,788;0;43,552
Jan 4, 2017;9:15 PM;-;772;4,737;0;-
Jan 4, 2017;9:30 PM;-;769;4,689;0;-
Jan 4, 2017;9:45 PM;-;766;4,642;0;-
Jan 4, 2017;10:00 PM;63,204;762;4,587;0;42,326
Jan 4, 2017;10:15 PM;-;748;4,515;0;-
Jan 4, 2017;10:30 PM;-;733;4,444;0;-
Jan 4, 2017;10:45 PM;-;719;4,372;0;-
Jan 4, 2017;11:00 PM;60,444;705;4,298;0;40,995
Jan 4, 2017;11:15 PM;-;695;4,214;0;-
Jan 4, 2017;11:30 PM;-;686;4,129;0;-
Jan 4, 2017;11:45 PM;-;676;4,047;0;-
Jan 5, 2017;12:00 AM;58,672;599;4,070;0;40,605
Jan 5, 2017;12:15 AM;-;577;3,990;0;-
Jan 5, 2017;12:30 AM;-;553;3,913;0;-
Jan 5, 2017;12:45 AM;-;531;3,834;0;-
Jan 5, 2017;1:00 AM;56,308;509;3,756;0;39,776
Jan 5, 2017;1:15 AM;-;500;3,677;0;-
Jan 5, 2017;1:30 AM;-;490;3,600;0;-
Jan 5, 2017;1:45 AM;-;479;3,522;0;-
Jan 5, 2017;2:00 AM;53,987;469;3,453;0;38,723
Jan 5, 2017;2:15 AM;-;460;3,391;0;-
Jan 5, 2017;2:30 AM;-;452;3,329;0;-
Jan 5, 2017;2:45 AM;-;445;3,266;0;-
Jan 5, 2017;3:00 AM;53,670;437;3,206;0;39,451
Jan 5, 2017;3:15 AM;-;431;3,154;0;-
Jan 5, 2017;3:30 AM;-;424;3,102;0;-
Jan 5, 2017;3:45 AM;-;419;3,049;0;-
Jan 5, 2017;4:00 AM;55,743;412;2,999;0;42,338
Jan 5, 2017;4:15 AM;-;411;2,960;0;-
Jan 5, 2017;4:30 AM;-;411;2,920;0;-
Jan 5, 2017;4:45 AM;-;410;2,883;0;-
Jan 5, 2017;5:00 AM;58,215;409;2,842;0;45,490
Jan 5, 2017;5:15 AM;-;405;2,799;0;-
Jan 5, 2017;5:30 AM;-;400;2,757;0;-
Jan 5, 2017;5:45 AM;-;394;2,719;0;-
Jan 5, 2017;6:00 AM;66,319;388;2,682;0;54,318
Jan 5, 2017;6:15 AM;-;382;2,642;0;-
Jan 5, 2017;6:30 AM;-;376;2,600;0;-
Jan 5, 2017;6:45 AM;-;369;2,563;0;-
Jan 5, 2017;7:00 AM;70,936;362;2,528;0;59,635
Jan 5, 2017;7:15 AM;-;358;2,489;0;-
Jan 5, 2017;7:30 AM;-;355;2,449;0;-
Jan 5, 2017;7:45 AM;-;353;2,408;0;-
Jan 5, 2017;8:00 AM;73,473;350;2,360;5;62,770
Jan 5, 2017;8:15 AM;-;346;2,315;18;-
Jan 5, 2017;8:30 AM;-;340;2,272;44;-
Jan 5, 2017;8:45 AM;-;337;2,224;91;-
Jan 5, 2017;9:00 AM;74,065;333;2,183;164;62,925
Jan 5, 2017;9:15 AM;-;327;2,151;265;-
Jan 5, 2017;9:30 AM;-;322;2,119;379;-
Jan 5, 2017;9:45 AM;-;317;2,085;497;-
Jan 5, 2017;10:00 AM;75,609;312;2,056;614;63,143
Jan 5, 2017;10:15 AM;-;302;2,050;723;-
Jan 5, 2017;10:30 AM;-;293;2,044;825;-
Jan 5, 2017;10:45 AM;-;283;2,040;924;-
Jan 5, 2017;11:00 AM;77,062;274;2,044;1,014;63,296
Jan 5, 2017;11:15 AM;-;264;2,060;1,090;-
Jan 5, 2017;11:30 AM;-;254;2,074;1,154;-
Jan 5, 2017;11:45 AM;-;244;2,090;1,205;-
Jan 5, 2017;12:00 PM;77,723;234;2,105;1,237;63,335
Jan 5, 2017;12:15 PM;-;227;2,121;1,251;-
Jan 5, 2017;12:30 PM;-;220;2,136;1,251;-
Jan 5, 2017;12:45 PM;-;214;2,149;1,245;-
Jan 5, 2017;1:00 PM;76,733;207;2,154;1,223;62,859
Jan 5, 2017;1:15 PM;-;202;2,133;1,182;-
Jan 5, 2017;1:30 PM;-;198;2,111;1,128;-
Jan 5, 2017;1:45 PM;-;192;2,090;1,057;-
Jan 5, 2017;2:00 PM;74,539;187;2,076;975;62,476
Jan 5, 2017;2:15 PM;-;182;2,037;878;-
Jan 5, 2017;2:30 PM;-;178;1,995;772;-
Jan 5, 2017;2:45 PM;-;172;1,955;657;-
Jan 5, 2017;3:00 PM;72,407;169;1,913;536;62,935
Jan 5, 2017;3:15 PM;-;163;1,880;404;-
Jan 5, 2017;3:30 PM;-;158;1,847;276;-
Jan 5, 2017;3:45 PM;-;152;1,815;161;-
Jan 5, 2017;4:00 PM;71,934;147;1,786;76;64,211
Jan 5, 2017;4:15 PM;-;143;1,769;29;-
Jan 5, 2017;4:30 PM;-;138;1,752;13;-
Jan 5, 2017;4:45 PM;-;133;1,735;3;-
Jan 5, 2017;5:00 PM;72,650;128;1,721;0;65,295
Jan 5, 2017;5:15 PM;-;124;1,718;1;-
Jan 5, 2017;5:30 PM;-;120;1,715;0;-
Jan 5, 2017;5:45 PM;-;115;1,714;0;-
Jan 5, 2017;6:00 PM;71,708;111;1,709;0;64,514
Jan 5, 2017;6:15 PM;-;108;1,698;0;-
Jan 5, 2017;6:30 PM;-;104;1,687;0;-
Jan 5, 2017;6:45 PM;-;101;1,677;0;-
Jan 5, 2017;7:00 PM;71,444;99;1,661;0;64,661
Jan 5, 2017;7:15 PM;-;95;1,622;0;-
