Date;Time of day;Total[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other[MWh]
Mar 5, 2017;7:30 PM;-;436;3,081;0;-
Mar 5, 2017;7:45 PM;-;448;3,120;0;-
Mar 5, 2017;8:00 PM;65,960;457;3,157;0;51,348
Mar 5, 2017;8:15 PM;-;462;3,179;0;-
Mar 5, 2017;8:30 PM;-;468;3,199;0;-
Mar 5, 2017;8:45 PM;-;474;3,218;0;-
Mar 5, 2017;9:00 PM;63,500;478;3,231;0;48,628
Mar 5, 2017;9:15 PM;-;484;3,231;0;-
Mar 5, 2017;9:30 PM;-;490;3,232;0;-
Mar 5, 2017;9:45 PM;-;495;3,233;0;-
Mar 5, 2017;10:00 PM;63,338;499;3,226;0;48,685
Mar 5, 2017;10:15 PM;-;490;3,193;0;-
Mar 5, 2017;10:30 PM;-;481;3,162;0;-
Mar 5, 2017;10:45 PM;-;471;3,131;0;-
Mar 5, 2017;11:00 PM;60,685;462;3,095;0;46,782
Mar 5, 2017;11:15 PM;-;450;3,053;0;-
Mar 5, 2017;11:30 PM;-;437;3,012;0;-
Mar 5, 2017;11:45 PM;-;424;2,970;0;-
Mar 6, 2017;12:00 AM;56,220;470;2,488;0;44,613
Mar 6, 2017;12:15 AM;-;461;2,459;0;-
Mar 6, 2017;12:30 AM;-;453;2,430;0;-
Mar 6, 2017;12:45 AM;-;443;2,404;0;-
Mar 6, 2017;1:00 AM;54,556;435;2,374;0;43,534
Mar 6, 2017;1:15 AM;-;427;2,347;0;-
Mar 6, 2017;1:30 AM;-;420;2,318;0;-
Mar 6, 2017;1:45 AM;-;411;2,291;0;-
Mar 6, 2017;2:00 AM;53,936;403;2,293;0;43,258
Mar 6, 2017;2:15 AM;-;403;2,275;0;-
Mar 6, 2017;2:30 AM;-;401;2,259;0;-
Mar 6, 2017;2:45 AM;-;399;2,244;0;-
Mar 6, 2017;3:00 AM;54,077;399;2,228;0;43,638
Mar 6, 2017;3:15 AM;-;394;2,222;0;-
Mar 6, 2017;3:30 AM;-;389;2,215;0;-
Mar 6, 2017;3:45 AM;-;384;2,209;0;-
Mar 6, 2017;4:00 AM;55,221;381;2,199;0;44,994
Mar 6, 2017;4:15 AM;-;383;2,182;0;-
Mar 6, 2017;4:30 AM;-;384;2,165;0;-
Mar 6, 2017;4:45 AM;-;387;2,148;0;-
Mar 6, 2017;5:00 AM;60,103;389;2,132;0;50,087
Mar 6, 2017;5:15 AM;-;395;2,115;0;-
Mar 6, 2017;5:30 AM;-;401;2,098;0;-
Mar 6, 2017;5:45 AM;-;410;2,077;0;-
Mar 6, 2017;6:00 AM;66,244;416;2,063;0;56,330
Mar 6, 2017;6:15 AM;-;422;2,055;0;-
Mar 6, 2017;6:30 AM;-;429;2,047;0;-
Mar 6, 2017;6:45 AM;-;434;2,041;8;-
Mar 6, 2017;7:00 AM;73,883;439;2,037;44;63,214
Mar 6, 2017;7:15 AM;-;446;2,040;112;-
Mar 6, 2017;7:30 AM;-;452;2,044;214;-
Mar 6, 2017;7:45 AM;-;459;2,047;338;-
Mar 6, 2017;8:00 AM;79,360;464;2,050;465;66,545
Mar 6, 2017;8:15 AM;-;474;2,054;598;-
Mar 6, 2017;8:30 AM;-;483;2,061;736;-
Mar 6, 2017;8:45 AM;-;492;2,067;873;-
Mar 6, 2017;9:00 AM;82,442;503;2,069;1,006;67,263
Mar 6, 2017;9:15 AM;-;515;2,076;1,134;-
Mar 6, 2017;9:30 AM;-;526;2,083;1,260;-
Mar 6, 2017;9:45 AM;-;539;2,088;1,382;-
Mar 6, 2017;10:00 AM;85,382;551;2,089;1,499;68,227
Mar 6, 2017;10:15 AM;-;564;2,060;1,616;-
Mar 6, 2017;10:30 AM;-;578;2,030;1,733;-
Mar 6, 2017;10:45 AM;-;591;2,000;1,844;-
Mar 6, 2017;11:00 AM;87,051;604;1,968;1,950;68,597
Mar 6, 2017;11:15 AM;-;614;1,939;2,041;-
Mar 6, 2017;11:30 AM;-;623;1,909;2,115;-
Mar 6, 2017;11:45 AM;-;633;1,882;2,178;-
Mar 6, 2017;12:00 PM;87,713;644;1,855;2,230;68,763
Mar 6, 2017;12:15 PM;-;656;1,826;2,266;-
Mar 6, 2017;12:30 PM;-;670;1,794;2,280;-
Mar 6, 2017;12:45 PM;-;683;1,764;2,284;-
Mar 6, 2017;1:00 PM;86,709;695;1,736;2,278;68,163
Mar 6, 2017;1:15 PM;-;704;1,711;2,259;-
Mar 6, 2017;1:30 PM;-;712;1,687;2,219;-
Mar 6, 2017;1:45 PM;-;721;1,662;2,162;-
Mar 6, 2017;2:00 PM;83,591;730;1,638;2,096;66,359
Mar 6, 2017;2:15 PM;-;742;1,616;2,016;-
Mar 6, 2017;2:30 PM;-;753;1,593;1,915;-
Mar 6, 2017;2:45 PM;-;764;1,571;1,799;-
Mar 6, 2017;3:00 PM;81,058;775;1,549;1,673;66,015
Mar 6, 2017;3:15 PM;-;783;1,532;1,537;-
Mar 6, 2017;3:30 PM;-;790;1,515;1,381;-
Mar 6, 2017;3:45 PM;-;797;1,496;1,217;-
Mar 6, 2017;4:00 PM;77,175;805;1,481;1,048;64,936
Mar 6, 2017;4:15 PM;-;809;1,473;871;-
Mar 6, 2017;4:30 PM;-;814;1,463;688;-
Mar 6, 2017;4:45 PM;-;818;1,454;518;-
Mar 6, 2017;5:00 PM;74,832;823;1,450;353;65,022
Mar 6, 2017;5:15 PM;-;824;1,453;205;-
Mar 6, 2017;5:30 PM;-;824;1,456;109;-
Mar 6, 2017;5:45 PM;-;824;1,460;33;-
Mar 6, 2017;6:00 PM;76,886;828;1,465;6;67,649
Mar 6, 2017;6:15 PM;-;825;1,478;0;-
Mar 6, 2017;6:30 PM;-;822;1,491;0;-
Mar 6, 2017;6:45 PM;-;820;1,503;0;-
Mar 6, 2017;7:00 PM;77,798;818;1,509;0;68,526
Mar 6, 2017;7:15 PM;-;806;1,515;0;-
Mar 6, 2017;7:30 PM;-;794;1,521;0;-
Mar 6, 2017;7:45 PM;-;783;1,526;0;-
Mar 6, 2017;8:00 PM;74,135;769;1,532;0;65,040
Mar 6, 2017;8:15 PM;-;754;1,529;0;-
Mar 6, 2017;8:30 PM;-;739;1,526;0;-
Mar 6, 2017;8:45 PM;-;723;1,524;0;-
Mar 6, 2017;9:00 PM;70,766;708;1,520;0;61,983
Mar 6, 2017;9:15 PM;-;692;1,514;0;-
Mar 6, 2017;9:30 PM;-;675;1,511;0;-
Mar 6, 2017;9:45 PM;-;659;1,506;0;-
Mar 6, 2017;10:00 PM;67,601;642;1,503;0;59,157
Mar 6, 2017;10:15 PM;-;624;1,499;0;-
Mar 6, 2017;10:30 PM;-;605;1,495;0;-
Mar 6, 2017;10:45 PM;-;586;1,492;0;-
Mar 6, 2017;11:00 PM;63,154;568;1,489;0;55,020
Mar 6, 2017;11:15 PM;-;550;1,492;0;-
Mar 6, 2017;11:30 PM;-;532;1,494;0;-
Mar 6, 2017;11:45 PM;-;514;1,496;0;-
Mar 7, 2017;12:00 AM;59,778;539;1,822;0;50,442
Mar 7, 2017;12:15 AM;-;522;1,821;0;-
Mar 7, 2017;12:30 AM;-;506;1,819;0;-
Mar 7, 2017;12:45 AM;-;489;1,819;0;-
Mar 7, 2017;1:00 AM;58,164;474;1,815;0;49,095
Mar 7, 2017;1:15 AM;-;462;1,813;0;-
Mar 7, 2017;1:30 AM;-;449;1,811;0;-
Mar 7, 2017;1:45 AM;-;436;1,810;0;-
Mar 7, 2017;2:00 AM;57,337;423;1,830;0;48,400
Mar 7, 2017;2:15 AM;-;414;1,827;0;-
Mar 7, 2017;2:30 AM;-;405;1,824;0;-
Mar 7, 2017;2:45 AM;-;395;1,820;0;-
Mar 7, 2017;3:00 AM;57,124;386;1,816;0;48,384
Mar 7, 2017;3:15 AM;-;377;1,813;0;-
Mar 7, 2017;3:30 AM;-;369;1,811;0;-
Mar 7, 2017;3:45 AM;-;361;1,808;0;-
Mar 7, 2017;4:00 AM;57,910;352;1,804;0;49,455
Mar 7, 2017;4:15 AM;-;342;1,786;0;-
Mar 7, 2017;4:30 AM;-;333;1,766;0;-
Mar 7, 2017;4:45 AM;-;324;1,748;0;-
Mar 7, 2017;5:00 AM;61,277;315;1,726;0;53,311
Mar 7, 2017;5:15 AM;-;305;1,703;0;-
Mar 7, 2017;5:30 AM;-;295;1,681;0;-
Mar 7, 2017;5:45 AM;-;287;1,656;0;-
Mar 7, 2017;6:00 AM;69,457;277;1,632;0;62,037
Mar 7, 2017;6:15 AM;-;265;1,608;0;-
Mar 7, 2017;6:30 AM;-;254;1,581;1;-
Mar 7, 2017;6:45 AM;-;243;1,555;6;-
Mar 7, 2017;7:00 AM;75,502;230;1,528;27;68,359
Mar 7, 2017;7:15 AM;-;219;1,494;62;-
Mar 7, 2017;7:30 AM;-;208;1,460;115;-
Mar 7, 2017;7:45 AM;-;195;1,428;180;-
Mar 7, 2017;8:00 AM;78,948;182;1,389;250;71,457
Mar 7, 2017;8:15 AM;-;171;1,352;328;-
Mar 7, 2017;8:30 AM;-;159;1,316;413;-
Mar 7, 2017;8:45 AM;-;147;1,282;501;-
Mar 7, 2017;9:00 AM;80,794;136;1,249;591;72,615
Mar 7, 2017;9:15 AM;-;126;1,216;681;-
Mar 7, 2017;9:30 AM;-;117;1,183;769;-
Mar 7, 2017;9:45 AM;-;108;1,150;855;-
Mar 7, 2017;10:00 AM;81,170;98;1,116;936;72,320
Mar 7, 2017;10:15 AM;-;91;1,088;1,014;-
Mar 7, 2017;10:30 AM;-;84;1,061;1,091;-
Mar 7, 2017;10:45 AM;-;78;1,032;1,164;-
Mar 7, 2017;11:00 AM;80,978;71;1,006;1,233;71,583
Mar 7, 2017;11:15 AM;-;64;983;1,296;-
Mar 7, 2017;11:30 AM;-;59;957;1,349;-
Mar 7, 2017;11:45 AM;-;53;932;1,393;-
Mar 7, 2017;12:00 PM;80,791;47;911;1,429;71,256
Mar 7, 2017;12:15 PM;-;43;900;1,449;-
Mar 7, 2017;12:30 PM;-;39;888;1,459;-
Mar 7, 2017;12:45 PM;-;34;877;1,460;-
Mar 7, 2017;1:00 PM;80,219;30;866;1,457;70,971
Mar 7, 2017;1:15 PM;-;29;861;1,446;-
Mar 7, 2017;1:30 PM;-;28;856;1,422;-
Mar 7, 2017;1:45 PM;-;26;851;1,378;-
Mar 7, 2017;2:00 PM;78,474;26;843;1,340;69,962
Mar 7, 2017;2:15 PM;-;25;840;1,296;-
Mar 7, 2017;2:30 PM;-;25;837;1,242;-
Mar 7, 2017;2:45 PM;-;25;833;1,180;-
Mar 7, 2017;3:00 PM;76,567;26;826;1,112;69,285
Mar 7, 2017;3:15 PM;-;26;816;1,034;-
Mar 7, 2017;3:30 PM;-;27;805;943;-
Mar 7, 2017;3:45 PM;-;27;794;847;-
Mar 7, 2017;4:00 PM;74,364;28;778;744;69,044
Mar 7, 2017;4:15 PM;-;28;749;633;-
Mar 7, 2017;4:30 PM;-;28;718;509;-
Mar 7, 2017;4:45 PM;-;28;687;392;-
Mar 7, 2017;5:00 PM;72,013;28;657;278;68,866
Mar 7, 2017;5:15 PM;-;29;626;174;-
Mar 7, 2017;5:30 PM;-;29;595;101;-
Mar 7, 2017;5:45 PM;-;30;564;37;-
Mar 7, 2017;6:00 PM;73,231;29;537;8;71,093
Mar 7, 2017;6:15 PM;-;30;514;1;-
Mar 7, 2017;6:30 PM;-;30;491;0;-
Mar 7, 2017;6:45 PM;-;28;470;0;-
Mar 7, 2017;7:00 PM;73,577;27;453;0;71,730
Mar 7, 2017;7:15 PM;-;24;444;0;-
Mar 7, 2017;7:30 PM;-;23;434;0;-
Mar 7, 2017;7:45 PM;-;20;424;0;-
Mar 7, 2017;8:00 PM;70,808;20;416;0;69,084
Mar 7, 2017;8:15 PM;-;20;413;0;-
Mar 7, 2017;8:30 PM;-;19;411;0;-
Mar 7, 2017;8:45 PM;-;19;408;0;-
Mar 7, 2017;9:00 PM;66,999;19;406;0;65,278
Mar 7, 2017;9:15 PM;-;19;409;0;-
Mar 7, 2017;9:30 PM;-;19;413;0;-
Mar 7, 2017;9:45 PM;-;20;416;0;-
Mar 7, 2017;10:00 PM;64,553;20;418;0;62,703
Mar 7, 2017;10:15 PM;-;24;430;0;-
Mar 7, 2017;10:30 PM;-;28;443;0;-
Mar 7, 2017;10:45 PM;-;31;456;0;-
Mar 7, 2017;11:00 PM;58,844;35;469;0;56,705
Mar 7, 2017;11:15 PM;-;42;483;0;-
Mar 7, 2017;11:30 PM;-;49;496;0;-
Mar 7, 2017;11:45 PM;-;56;509;0;-
Mar 8, 2017;12:00 AM;54,883;57;508;0;52,539
Mar 8, 2017;12:15 AM;-;64;516;0;-
Mar 8, 2017;12:30 AM;-;70;523;0;-
Mar 8, 2017;12:45 AM;-;76;531;0;-
Mar 8, 2017;1:00 AM;52,340;83;537;0;49,739
Mar 8, 2017;1:15 AM;-;91;549;0;-
Mar 8, 2017;1:30 AM;-;100;561;0;-
Mar 8, 2017;1:45 AM;-;108;574;0;-
Mar 8, 2017;2:00 AM;51,555;116;596;0;48,522
Mar 8, 2017;2:15 AM;-;128;616;0;-
Mar 8, 2017;2:30 AM;-;139;635;0;-
Mar 8, 2017;2:45 AM;-;151;654;0;-
Mar 8, 2017;3:00 AM;51,245;163;675;0;47,651
Mar 8, 2017;3:15 AM;-;178;700;0;-
Mar 8, 2017;3:30 AM;-;192;727;0;-
Mar 8, 2017;3:45 AM;-;207;754;0;-
Mar 8, 2017;4:00 AM;52,205;223;784;0;47,781
Mar 8, 2017;4:15 AM;-;248;825;0;-
Mar 8, 2017;4:30 AM;-;271;869;0;-
Mar 8, 2017;4:45 AM;-;295;911;0;-
Mar 8, 2017;5:00 AM;57,515;319;960;0;51,883
Mar 8, 2017;5:15 AM;-;344;1,021;0;-
Mar 8, 2017;5:30 AM;-;370;1,081;0;-
Mar 8, 2017;5:45 AM;-;396;1,141;0;-
Mar 8, 2017;6:00 AM;64,883;422;1,199;0;57,831
Mar 8, 2017;6:15 AM;-;452;1,261;1;-
Mar 8, 2017;6:30 AM;-;481;1,323;2;-
Mar 8, 2017;6:45 AM;-;512;1,384;15;-
Mar 8, 2017;7:00 AM;72,910;540;1,440;48;63,574
Mar 8, 2017;7:15 AM;-;564;1,500;137;-
Mar 8, 2017;7:30 AM;-;589;1,559;280;-
Mar 8, 2017;7:45 AM;-;613;1,621;446;-
Mar 8, 2017;8:00 AM;79,944;637;1,678;628;66,580
Mar 8, 2017;8:15 AM;-;661;1,740;803;-
Mar 8, 2017;8:30 AM;-;681;1,809;985;-
Mar 8, 2017;8:45 AM;-;704;1,876;1,164;-
Mar 8, 2017;9:00 AM;84,118;725;1,951;1,341;66,379
Mar 8, 2017;9:15 AM;-;749;2,046;1,508;-
Mar 8, 2017;9:30 AM;-;775;2,142;1,665;-
Mar 8, 2017;9:45 AM;-;799;2,240;1,800;-
Mar 8, 2017;10:00 AM;85,962;823;2,349;1,922;64,022
Mar 8, 2017;10:15 AM;-;834;2,518;2,022;-
Mar 8, 2017;10:30 AM;-;846;2,681;2,100;-
Mar 8, 2017;10:45 AM;-;858;2,843;2,146;-
Mar 8, 2017;11:00 AM;87,166;869;3,012;2,179;61,812
Mar 8, 2017;11:15 AM;-;876;3,199;2,189;-
Mar 8, 2017;11:30 AM;-;883;3,385;2,170;-
Mar 8, 2017;11:45 AM;-;889;3,572;2,131;-
Mar 8, 2017;12:00 PM;87,718;895;3,756;2,078;60,155
Mar 8, 2017;12:15 PM;-;902;3,934;2,010;-
Mar 8, 2017;12:30 PM;-;910;4,111;1,929;-
Mar 8, 2017;12:45 PM;-;916;4,290;1,834;-
Mar 8, 2017;1:00 PM;86,682;920;4,450;1,734;58,668
Mar 8, 2017;1:15 PM;-;913;4,514;1,621;-
Mar 8, 2017;1:30 PM;-;907;4,575;1,496;-
Mar 8, 2017;1:45 PM;-;899;4,638;1,349;-
Mar 8, 2017;2:00 PM;83,284;892;4,689;1,226;56,587
Mar 8, 2017;2:15 PM;-;882;4,724;1,108;-
Mar 8, 2017;2:30 PM;-;873;4,759;996;-
Mar 8, 2017;2:45 PM;-;861;4,798;891;-
Mar 8, 2017;3:00 PM;82,008;854;4,836;789;56,517
Mar 8, 2017;3:15 PM;-;850;4,861;693;-
Mar 8, 2017;3:30 PM;-;845;4,890;602;-
Mar 8, 2017;3:45 PM;-;840;4,918;513;-
Mar 8, 2017;4:00 PM;79,308;828;4,941;428;55,131
Mar 8, 2017;4:15 PM;-;810;4,936;348;-
Mar 8, 2017;4:30 PM;-;794;4,920;276;-
Mar 8, 2017;4:45 PM;-;777;4,910;209;-
Mar 8, 2017;5:00 PM;78,945;761;4,907;147;56,058
Mar 8, 2017;5:15 PM;-;743;4,911;93;-
Mar 8, 2017;5:30 PM;-;725;4,915;48;-
Mar 8, 2017;5:45 PM;-;708;4,913;17;-
Mar 8, 2017;6:00 PM;79,611;694;4,905;3;57,236
Mar 8, 2017;6:15 PM;-;688;4,905;0;-
Mar 8, 2017;6:30 PM;-;683;4,908;0;-
Mar 8, 2017;6:45 PM;-;679;4,911;0;-
Mar 8, 2017;7:00 PM;78,997;673;4,893;0;57,147
Mar 8, 2017;7:15 PM;-;674;4,823;0;-
Mar 8, 2017;7:30 PM;-;675;4,754;0;-
Mar 8, 2017;7:45 PM;-;674;4,686;0;-
Mar 8, 2017;8:00 PM;75,806;672;4,623;0;54,960
Mar 8, 2017;8:15 PM;-;672;4,568;0;-
Mar 8, 2017;8:30 PM;-;673;4,512;0;-
Mar 8, 2017;8:45 PM;-;673;4,455;0;-
Mar 8, 2017;9:00 PM;71,345;673;4,394;0;51,398
Mar 8, 2017;9:15 PM;-;677;4,337;0;-
Mar 8, 2017;9:30 PM;-;679;4,282;0;-
Mar 8, 2017;9:45 PM;-;681;4,225;0;-
Mar 8, 2017;10:00 PM;67,533;685;4,154;0;48,785
Mar 8, 2017;10:15 PM;-;687;4,049;0;-
Mar 8, 2017;10:30 PM;-;688;3,948;0;-
Mar 8, 2017;10:45 PM;-;690;3,847;0;-
Mar 8, 2017;11:00 PM;65,176;693;3,746;0;47,976
Mar 8, 2017;11:15 PM;-;695;3,649;0;-
Mar 8, 2017;11:30 PM;-;698;3,556;0;-
Mar 8, 2017;11:45 PM;-;700;3,464;0;-
Mar 9, 2017;12:00 AM;58,837;500;2,799;0;46,045
Mar 9, 2017;12:15 AM;-;504;2,728;0;-
Mar 9, 2017;12:30 AM;-;508;2,656;0;-
Mar 9, 2017;12:45 AM;-;515;2,583;0;-
Mar 9, 2017;1:00 AM;56,918;520;2,512;0;45,154
Mar 9, 2017;1:15 AM;-;523;2,448;0;-
Mar 9, 2017;1:30 AM;-;527;2,383;0;-
Mar 9, 2017;1:45 AM;-;531;2,321;0;-
Mar 9, 2017;2:00 AM;55,745;533;2,295;0;44,693
Mar 9, 2017;2:15 AM;-;530;2,255;0;-
Mar 9, 2017;2:30 AM;-;528;2,214;0;-
Mar 9, 2017;2:45 AM;-;525;2,174;0;-
Mar 9, 2017;3:00 AM;54,945;521;2,141;0;44,480
Mar 9, 2017;3:15 AM;-;511;2,120;0;-
Mar 9, 2017;3:30 AM;-;503;2,099;0;-
Mar 9, 2017;3:45 AM;-;493;2,079;0;-
Mar 9, 2017;4:00 AM;55,439;483;2,053;0;45,586
Mar 9, 2017;4:15 AM;-;467;2,021;0;-
Mar 9, 2017;4:30 AM;-;451;1,990;0;-
Mar 9, 2017;4:45 AM;-;435;1,955;0;-
Mar 9, 2017;5:00 AM;58,840;419;1,915;0;49,809
Mar 9, 2017;5:15 AM;-;408;1,875;0;-
Mar 9, 2017;5:30 AM;-;395;1,837;0;-
Mar 9, 2017;5:45 AM;-;383;1,799;0;-
Mar 9, 2017;6:00 AM;64,188;374;1,760;0;55,872
Mar 9, 2017;6:15 AM;-;373;1,723;0;-
Mar 9, 2017;6:30 AM;-;371;1,687;1;-
Mar 9, 2017;6:45 AM;-;369;1,649;12;-
Mar 9, 2017;7:00 AM;71,761;368;1,612;40;63,489
Mar 9, 2017;7:15 AM;-;369;1,582;89;-
Mar 9, 2017;7:30 AM;-;369;1,552;160;-
Mar 9, 2017;7:45 AM;-;372;1,520;241;-
Mar 9, 2017;8:00 AM;75,784;373;1,492;323;66,491
Mar 9, 2017;8:15 AM;-;381;1,470;421;-
Mar 9, 2017;8:30 AM;-;390;1,448;529;-
Mar 9, 2017;8:45 AM;-;399;1,428;641;-
Mar 9, 2017;9:00 AM;77,714;410;1,410;759;66,659
Mar 9, 2017;9:15 AM;-;426;1,399;878;-
Mar 9, 2017;9:30 AM;-;442;1,387;997;-
Mar 9, 2017;9:45 AM;-;459;1,373;1,116;-
Mar 9, 2017;10:00 AM;79,240;476;1,368;1,236;65,930
Mar 9, 2017;10:15 AM;-;491;1,400;1,356;-
Mar 9, 2017;10:30 AM;-;507;1,433;1,471;-
Mar 9, 2017;10:45 AM;-;524;1,463;1,585;-
Mar 9, 2017;11:00 AM;81,051;538;1,498;1,697;65,303
Mar 9, 2017;11:15 AM;-;549;1,539;1,793;-
Mar 9, 2017;11:30 AM;-;560;1,582;1,871;-
Mar 9, 2017;11:45 AM;-;571;1,624;1,927;-
Mar 9, 2017;12:00 PM;81,628;580;1,664;1,972;64,281
Mar 9, 2017;12:15 PM;-;593;1,710;2,002;-
Mar 9, 2017;12:30 PM;-;608;1,753;2,020;-
Mar 9, 2017;12:45 PM;-;622;1,798;2,026;-
Mar 9, 2017;1:00 PM;81,406;635;1,841;2,020;63,432
Mar 9, 2017;1:15 PM;-;642;1,887;1,977;-
Mar 9, 2017;1:30 PM;-;649;1,935;1,909;-
Mar 9, 2017;1:45 PM;-;655;1,986;1,838;-
Mar 9, 2017;2:00 PM;79,696;664;2,039;1,761;62,084
Mar 9, 2017;2:15 PM;-;669;2,091;1,673;-
Mar 9, 2017;2:30 PM;-;677;2,140;1,571;-
Mar 9, 2017;2:45 PM;-;686;2,192;1,450;-
Mar 9, 2017;3:00 PM;78,088;691;2,248;1,325;61,370
Mar 9, 2017;3:15 PM;-;701;2,309;1,203;-
Mar 9, 2017;3:30 PM;-;711;2,368;1,073;-
Mar 9, 2017;3:45 PM;-;721;2,422;948;-
Mar 9, 2017;4:00 PM;75,902;730;2,476;822;60,186
Mar 9, 2017;4:15 PM;-;733;2,542;688;-
Mar 9, 2017;4:30 PM;-;736;2,606;551;-
Mar 9, 2017;4:45 PM;-;740;2,666;426;-
Mar 9, 2017;5:00 PM;76,039;747;2,729;304;61,061
Mar 9, 2017;5:15 PM;-;749;2,799;190;-
Mar 9, 2017;5:30 PM;-;751;2,870;107;-
Mar 9, 2017;5:45 PM;-;753;2,940;41;-
Mar 9, 2017;6:00 PM;78,440;753;3,012;9;62,858
Mar 9, 2017;6:15 PM;-;757;3,092;1;-
Mar 9, 2017;6:30 PM;-;760;3,175;0;-
Mar 9, 2017;6:45 PM;-;762;3,261;0;-
Mar 9, 2017;7:00 PM;80,375;765;3,346;0;63,483
Mar 9, 2017;7:15 PM;-;770;3,414;0;-
Mar 9, 2017;7:30 PM;-;776;3,484;0;-
Mar 9, 2017;7:45 PM;-;780;3,558;0;-
Mar 9, 2017;8:00 PM;77,705;784;3,638;0;59,482
Mar 9, 2017;8:15 PM;-;789;3,723;0;-
Mar 9, 2017;8:30 PM;-;794;3,806;0;-
Mar 9, 2017;8:45 PM;-;798;3,890;0;-
Mar 9, 2017;9:00 PM;72,836;803;3,970;0;53,292
Mar 9, 2017;9:15 PM;-;805;4,044;0;-
Mar 9, 2017;9:30 PM;-;806;4,118;0;-
Mar 9, 2017;9:45 PM;-;806;4,194;0;-
Mar 9, 2017;10:00 PM;68,333;806;4,262;0;48,028
Mar 9, 2017;10:15 PM;-;806;4,266;0;-
Mar 9, 2017;10:30 PM;-;805;4,273;0;-
Mar 9, 2017;10:45 PM;-;803;4,284;0;-
Mar 9, 2017;11:00 PM;66,541;804;4,290;0;46,080
Mar 9, 2017;11:15 PM;-;807;4,303;0;-
Mar 9, 2017;11:30 PM;-;811;4,311;0;-
Mar 9, 2017;11:45 PM;-;813;4,322;0;-
Mar 10, 2017;12:00 AM;64,352;901;5,070;0;40,700
Mar 10, 2017;12:15 AM;-;897;5,035;0;-
Mar 10, 2017;12:30 AM;-;893;5,001;0;-
Mar 10, 2017;12:45 AM;-;889;4,968;0;-
Mar 10, 2017;1:00 AM;62,294;884;4,926;0;39,383
Mar 10, 2017;1:15 AM;-;882;4,873;0;-
Mar 10, 2017;1:30 AM;-;878;4,822;0;-
Mar 10, 2017;1:45 AM;-;874;4,773;0;-
Mar 10, 2017;2:00 AM;60,656;871;4,732;0;38,528
Mar 10, 2017;2:15 AM;-;872;4,683;0;-
Mar 10, 2017;2:30 AM;-;875;4,635;0;-
Mar 10, 2017;2:45 AM;-;876;4,585;0;-
Mar 10, 2017;3:00 AM;59,586;878;4,529;0;38,331
Mar 10, 2017;3:15 AM;-;875;4,470;0;-
Mar 10, 2017;3:30 AM;-;872;4,411;0;-
Mar 10, 2017;3:45 AM;-;869;4,351;0;-
Mar 10, 2017;4:00 AM;59,160;866;4,286;0;39,009
Mar 10, 2017;4:15 AM;-;860;4,216;0;-
Mar 10, 2017;4:30 AM;-;853;4,148;0;-
Mar 10, 2017;4:45 AM;-;847;4,077;0;-
Mar 10, 2017;5:00 AM;61,690;841;4,008;0;42,722
Mar 10, 2017;5:15 AM;-;838;3,940;0;-
Mar 10, 2017;5:30 AM;-;833;3,874;0;-
Mar 10, 2017;5:45 AM;-;830;3,805;0;-
Mar 10, 2017;6:00 AM;68,777;827;3,742;0;50,845
Mar 10, 2017;6:15 AM;-;821;3,686;1;-
Mar 10, 2017;6:30 AM;-;816;3,630;4;-
Mar 10, 2017;6:45 AM;-;811;3,574;20;-
Mar 10, 2017;7:00 AM;73,956;806;3,532;73;55,694
Mar 10, 2017;7:15 AM;-;797;3,524;167;-
Mar 10, 2017;7:30 AM;-;789;3,516;303;-
Mar 10, 2017;7:45 AM;-;780;3,509;468;-
Mar 10, 2017;8:00 AM;79,402;772;3,501;640;58,605
Mar 10, 2017;8:15 AM;-;764;3,506;826;-
Mar 10, 2017;8:30 AM;-;756;3,511;1,026;-
Mar 10, 2017;8:45 AM;-;748;3,518;1,231;-
Mar 10, 2017;9:00 AM;83,381;740;3,522;1,440;59,363
Mar 10, 2017;9:15 AM;-;729;3,536;1,643;-
Mar 10, 2017;9:30 AM;-;717;3,550;1,840;-
Mar 10, 2017;9:45 AM;-;705;3,565;2,033;-
Mar 10, 2017;10:00 AM;84,970;692;3,570;2,218;58,220
Mar 10, 2017;10:15 AM;-;676;3,565;2,385;-
Mar 10, 2017;10:30 AM;-;658;3,561;2,542;-
Mar 10, 2017;10:45 AM;-;640;3,559;2,685;-
Mar 10, 2017;11:00 AM;86,284;621;3,547;2,823;57,824
Mar 10, 2017;11:15 AM;-;601;3,526;2,951;-
Mar 10, 2017;11:30 AM;-;582;3,505;3,073;-
Mar 10, 2017;11:45 AM;-;562;3,483;3,187;-
Mar 10, 2017;12:00 PM;86,697;543;3,459;3,285;57,552
Mar 10, 2017;12:15 PM;-;527;3,430;3,345;-
Mar 10, 2017;12:30 PM;-;512;3,403;3,375;-
Mar 10, 2017;12:45 PM;-;497;3,375;3,396;-
Mar 10, 2017;1:00 PM;84,742;481;3,348;3,406;56,200
Mar 10, 2017;1:15 PM;-;464;3,305;3,406;-
Mar 10, 2017;1:30 PM;-;448;3,261;3,406;-
Mar 10, 2017;1:45 PM;-;431;3,216;3,372;-
Mar 10, 2017;2:00 PM;80,972;415;3,169;3,312;54,623
Mar 10, 2017;2:15 PM;-;397;3,109;3,208;-
Mar 10, 2017;2:30 PM;-;380;3,046;3,066;-
