Date;Time of day;Total[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other[MWh]
Jan 1, 2015;8:30 AM;-;66;2,375;10;-
Jan 1, 2015;8:45 AM;-;66;2,402;42;-
Jan 1, 2015;9:00 AM;57,476;66;2,423;88;46,638
Jan 1, 2015;9:15 AM;-;66;2,447;144;-
Jan 1, 2015;9:30 AM;-;66;2,478;204;-
Jan 1, 2015;9:45 AM;-;67;2,512;278;-
Jan 1, 2015;10:00 AM;61,908;67;2,528;354;49,670
Jan 1, 2015;10:15 AM;-;67;2,528;430;-
Jan 1, 2015;10:30 AM;-;67;2,527;508;-
Jan 1, 2015;10:45 AM;-;67;2,524;574;-
Jan 1, 2015;11:00 AM;65,163;67;2,518;637;51,975
Jan 1, 2015;11:15 AM;-;67;2,516;694;-
Jan 1, 2015;11:30 AM;-;67;2,513;748;-
Jan 1, 2015;11:45 AM;-;67;2,512;785;-
Jan 1, 2015;12:00 PM;65,943;67;2,503;817;52,261
Jan 1, 2015;12:15 PM;-;67;2,505;844;-
Jan 1, 2015;12:30 PM;-;67;2,514;861;-
Jan 1, 2015;12:45 PM;-;67;2,521;852;-
Jan 1, 2015;1:00 PM;63,697;67;2,532;836;50,096
Jan 1, 2015;1:15 PM;-;67;2,542;812;-
Jan 1, 2015;1:30 PM;-;67;2,551;780;-
Jan 1, 2015;1:45 PM;-;67;2,559;723;-
Jan 1, 2015;2:00 PM;61,656;67;2,578;660;48,756
Jan 1, 2015;2:15 PM;-;67;2,601;590;-
Jan 1, 2015;2:30 PM;-;67;2,622;515;-
Jan 1, 2015;2:45 PM;-;67;2,642;428;-
Jan 1, 2015;3:00 PM;60,443;67;2,679;338;48,336
Jan 1, 2015;3:15 PM;-;67;2,724;250;-
Jan 1, 2015;3:30 PM;-;67;2,763;171;-
Jan 1, 2015;3:45 PM;-;67;2,806;112;-
Jan 1, 2015;4:00 PM;61,899;67;2,845;66;49,890
Jan 1, 2015;4:15 PM;-;67;2,886;32;-
Jan 1, 2015;4:30 PM;-;67;2,930;7;-
Jan 1, 2015;4:45 PM;-;67;2,974;3;-
Jan 1, 2015;5:00 PM;63,703;67;3,016;0;51,090
Jan 1, 2015;5:15 PM;-;67;3,061;0;-
Jan 1, 2015;5:30 PM;-;67;3,109;0;-
Jan 1, 2015;5:45 PM;-;67;3,161;0;-
Jan 1, 2015;6:00 PM;64,507;67;3,210;0;51,071
Jan 1, 2015;6:15 PM;-;67;3,266;0;-
Jan 1, 2015;6:30 PM;-;67;3,316;0;-
Jan 1, 2015;6:45 PM;-;67;3,378;0;-
Jan 1, 2015;7:00 PM;65,453;67;3,437;0;51,055
Jan 1, 2015;7:15 PM;-;66;3,500;0;-
Jan 1, 2015;7:30 PM;-;66;3,565;0;-
Jan 1, 2015;7:45 PM;-;66;3,631;0;-
Jan 1, 2015;8:00 PM;64,425;66;3,697;0;48,871
Jan 1, 2015;8:15 PM;-;66;3,772;0;-
Jan 1, 2015;8:30 PM;-;66;3,862;0;-
Jan 1, 2015;8:45 PM;-;66;3,958;0;-
Jan 1, 2015;9:00 PM;62,129;66;4,025;0;45,340
Jan 1, 2015;9:15 PM;-;67;4,098;0;-
Jan 1, 2015;9:30 PM;-;67;4,161;0;-
Jan 1, 2015;9:45 PM;-;67;4,239;0;-
Jan 1, 2015;10:00 PM;61,597;67;4,314;0;43,519
Jan 1, 2015;10:15 PM;-;67;4,403;0;-
Jan 1, 2015;10:30 PM;-;67;4,500;0;-
Jan 1, 2015;10:45 PM;-;67;4,596;0;-
Jan 1, 2015;11:00 PM;59,988;67;4,682;0;40,532
Jan 1, 2015;11:15 PM;-;67;4,765;0;-
Jan 1, 2015;11:30 PM;-;67;4,850;0;-
Jan 1, 2015;11:45 PM;-;67;4,894;0;-
Jan 2, 2015;12:00 AM;60,545;157;5,453;0;37,723
Jan 2, 2015;12:15 AM;-;156;5,517;0;-
Jan 2, 2015;12:30 AM;-;156;5,588;0;-
Jan 2, 2015;12:45 AM;-;154;5,642;0;-
Jan 2, 2015;1:00 AM;59,483;154;5,868;0;35,038
Jan 2, 2015;1:15 AM;-;154;5,925;0;-
Jan 2, 2015;1:30 AM;-;154;5,988;0;-
Jan 2, 2015;1:45 AM;-;154;6,050;0;-
Jan 2, 2015;2:00 AM;59,298;154;6,100;0;34,013
Jan 2, 2015;2:15 AM;-;154;6,142;0;-
Jan 2, 2015;2:30 AM;-;155;6,188;0;-
Jan 2, 2015;2:45 AM;-;155;6,237;0;-
Jan 2, 2015;3:00 AM;60,288;155;6,280;0;34,278
Jan 2, 2015;3:15 AM;-;156;6,322;0;-
Jan 2, 2015;3:30 AM;-;157;6,369;0;-
Jan 2, 2015;3:45 AM;-;157;6,415;0;-
Jan 2, 2015;4:00 AM;61,407;144;6,457;0;34,758
Jan 2, 2015;4:15 AM;-;145;6,495;0;-
Jan 2, 2015;4:30 AM;-;146;6,537;0;-
Jan 2, 2015;4:45 AM;-;147;6,578;0;-
Jan 2, 2015;5:00 AM;63,795;148;6,610;0;36,581
Jan 2, 2015;5:15 AM;-;149;6,638;0;-
Jan 2, 2015;5:30 AM;-;150;6,670;0;-
Jan 2, 2015;5:45 AM;-;150;6,700;0;-
Jan 2, 2015;6:00 AM;68,146;151;6,720;0;40,594
Jan 2, 2015;6:15 AM;-;151;6,734;0;-
Jan 2, 2015;6:30 AM;-;152;6,744;0;-
Jan 2, 2015;6:45 AM;-;152;6,749;0;-
Jan 2, 2015;7:00 AM;71,874;153;6,751;0;44,252
Jan 2, 2015;7:15 AM;-;153;6,752;0;-
Jan 2, 2015;7:30 AM;-;153;6,753;0;-
Jan 2, 2015;7:45 AM;-;154;6,753;0;-
Jan 2, 2015;8:00 AM;75,256;154;6,753;1;47,572
Jan 2, 2015;8:15 AM;-;155;6,754;5;-
Jan 2, 2015;8:30 AM;-;155;6,754;10;-
Jan 2, 2015;8:45 AM;-;155;6,756;33;-
Jan 2, 2015;9:00 AM;77,695;155;6,756;62;49,704
Jan 2, 2015;9:15 AM;-;155;6,745;92;-
Jan 2, 2015;9:30 AM;-;156;6,727;123;-
Jan 2, 2015;9:45 AM;-;156;6,711;156;-
Jan 2, 2015;10:00 AM;78,914;156;6,703;190;50,596
Jan 2, 2015;10:15 AM;-;156;6,695;222;-
Jan 2, 2015;10:30 AM;-;157;6,683;251;-
Jan 2, 2015;10:45 AM;-;157;6,673;279;-
Jan 2, 2015;11:00 AM;79,808;157;6,665;305;51,269
Jan 2, 2015;11:15 AM;-;157;6,655;330;-
Jan 2, 2015;11:30 AM;-;157;6,635;350;-
Jan 2, 2015;11:45 AM;-;157;6,614;358;-
Jan 2, 2015;12:00 PM;79,586;159;6,605;363;51,129
Jan 2, 2015;12:15 PM;-;159;6,622;362;-
Jan 2, 2015;12:30 PM;-;159;6,586;356;-
Jan 2, 2015;12:45 PM;-;159;6,590;341;-
Jan 2, 2015;1:00 PM;78,129;159;6,580;323;50,157
Jan 2, 2015;1:15 PM;-;159;6,551;304;-
Jan 2, 2015;1:30 PM;-;159;6,528;283;-
Jan 2, 2015;1:45 PM;-;159;6,509;260;-
Jan 2, 2015;2:00 PM;76,217;159;6,478;235;49,080
Jan 2, 2015;2:15 PM;-;159;6,446;208;-
Jan 2, 2015;2:30 PM;-;159;6,417;181;-
Jan 2, 2015;2:45 PM;-;159;6,391;146;-
Jan 2, 2015;3:00 PM;74,662;153;6,363;112;48,538
Jan 2, 2015;3:15 PM;-;153;6,327;77;-
Jan 2, 2015;3:30 PM;-;154;6,294;46;-
Jan 2, 2015;3:45 PM;-;154;6,266;28;-
Jan 2, 2015;4:00 PM;75,640;154;6,245;15;50,029
Jan 2, 2015;4:15 PM;-;155;6,243;9;-
Jan 2, 2015;4:30 PM;-;155;6,240;3;-
Jan 2, 2015;4:45 PM;-;155;6,237;2;-
Jan 2, 2015;5:00 PM;77,608;156;6,232;0;52,115
Jan 2, 2015;5:15 PM;-;156;6,222;0;-
Jan 2, 2015;5:30 PM;-;156;6,212;0;-
Jan 2, 2015;5:45 PM;-;156;6,205;0;-
Jan 2, 2015;6:00 PM;76,990;156;6,199;0;51,626
Jan 2, 2015;6:15 PM;-;157;6,187;0;-
Jan 2, 2015;6:30 PM;-;157;6,180;0;-
Jan 2, 2015;6:45 PM;-;157;6,172;0;-
Jan 2, 2015;7:00 PM;75,509;158;6,165;0;50,282
Jan 2, 2015;7:15 PM;-;158;6,155;0;-
Jan 2, 2015;7:30 PM;-;158;6,143;0;-
Jan 2, 2015;7:45 PM;-;158;6,134;0;-
Jan 2, 2015;8:00 PM;72,245;158;6,123;0;47,225
Jan 2, 2015;8:15 PM;-;158;6,109;0;-
Jan 2, 2015;8:30 PM;-;158;6,092;0;-
Jan 2, 2015;8:45 PM;-;158;6,065;0;-
Jan 2, 2015;9:00 PM;68,291;158;6,049;0;43,561
Jan 2, 2015;9:15 PM;-;158;6,033;0;-
Jan 2, 2015;9:30 PM;-;158;6,015;0;-
Jan 2, 2015;9:45 PM;-;158;6,001;0;-
Jan 2, 2015;10:00 PM;66,434;159;5,983;0;41,965
Jan 2, 2015;10:15 PM;-;159;5,968;0;-
Jan 2, 2015;10:30 PM;-;159;5,950;0;-
Jan 2, 2015;10:45 PM;-;159;5,934;0;-
Jan 2, 2015;11:00 PM;63,219;158;5,918;0;39,007
Jan 2, 2015;11:15 PM;-;158;5,907;0;-
Jan 2, 2015;11:30 PM;-;158;5,889;0;-
Jan 2, 2015;11:45 PM;-;159;5,866;0;-
Jan 3, 2015;12:00 AM;60,677;159;5,839;0;36,734
Jan 3, 2015;12:15 AM;-;159;5,833;0;-
Jan 3, 2015;12:30 AM;-;159;5,821;0;-
Jan 3, 2015;12:45 AM;-;159;5,815;0;-
Jan 3, 2015;1:00 AM;58,673;159;5,900;0;34,705
Jan 3, 2015;1:15 AM;-;159;5,855;0;-
Jan 3, 2015;1:30 AM;-;159;5,814;0;-
Jan 3, 2015;1:45 AM;-;159;5,763;0;-
Jan 3, 2015;2:00 AM;56,695;160;5,724;0;33,436
Jan 3, 2015;2:15 AM;-;160;5,675;0;-
Jan 3, 2015;2:30 AM;-;160;5,633;0;-
Jan 3, 2015;2:45 AM;-;159;5,589;0;-
Jan 3, 2015;3:00 AM;56,359;159;5,542;0;33,860
Jan 3, 2015;3:15 AM;-;159;5,490;0;-
Jan 3, 2015;3:30 AM;-;159;5,441;0;-
Jan 3, 2015;3:45 AM;-;160;5,388;0;-
Jan 3, 2015;4:00 AM;56,149;160;5,343;0;34,304
Jan 3, 2015;4:15 AM;-;159;5,314;0;-
Jan 3, 2015;4:30 AM;-;159;5,289;0;-
Jan 3, 2015;4:45 AM;-;158;5,264;0;-
Jan 3, 2015;5:00 AM;56,197;157;5,248;0;34,623
Jan 3, 2015;5:15 AM;-;157;5,239;0;-
Jan 3, 2015;5:30 AM;-;158;5,232;0;-
Jan 3, 2015;5:45 AM;-;158;5,226;0;-
Jan 3, 2015;6:00 AM;57,599;158;5,221;0;36,070
Jan 3, 2015;6:15 AM;-;159;5,221;0;-
Jan 3, 2015;6:30 AM;-;159;5,223;0;-
Jan 3, 2015;6:45 AM;-;159;5,231;0;-
Jan 3, 2015;7:00 AM;60,319;159;5,231;0;38,784
Jan 3, 2015;7:15 AM;-;159;5,229;0;-
Jan 3, 2015;7:30 AM;-;159;5,223;0;-
Jan 3, 2015;7:45 AM;-;159;5,216;0;-
Jan 3, 2015;8:00 AM;63,363;160;5,213;2;41,776
Jan 3, 2015;8:15 AM;-;159;5,216;8;-
Jan 3, 2015;8:30 AM;-;159;5,219;19;-
Jan 3, 2015;8:45 AM;-;159;5,238;36;-
Jan 3, 2015;9:00 AM;68,010;159;5,248;59;45,891
Jan 3, 2015;9:15 AM;-;159;5,250;89;-
Jan 3, 2015;9:30 AM;-;159;5,267;125;-
Jan 3, 2015;9:45 AM;-;159;5,278;167;-
Jan 3, 2015;10:00 AM;70,635;159;5,277;208;47,877
Jan 3, 2015;10:15 AM;-;159;5,268;246;-
Jan 3, 2015;10:30 AM;-;159;5,269;280;-
Jan 3, 2015;10:45 AM;-;159;5,267;308;-
Jan 3, 2015;11:00 AM;70,973;159;5,250;333;48,161
Jan 3, 2015;11:15 AM;-;158;5,212;355;-
Jan 3, 2015;11:30 AM;-;158;5,165;371;-
Jan 3, 2015;11:45 AM;-;157;5,117;379;-
Jan 3, 2015;12:00 PM;70,508;158;5,066;378;48,432
Jan 3, 2015;12:15 PM;-;158;5,011;374;-
Jan 3, 2015;12:30 PM;-;157;4,970;366;-
Jan 3, 2015;12:45 PM;-;157;4,931;353;-
Jan 3, 2015;1:00 PM;70,113;156;4,871;334;49,446
Jan 3, 2015;1:15 PM;-;156;4,767;307;-
Jan 3, 2015;1:30 PM;-;156;4,668;276;-
Jan 3, 2015;1:45 PM;-;156;4,578;243;-
Jan 3, 2015;2:00 PM;67,421;156;4,460;209;49,098
Jan 3, 2015;2:15 PM;-;155;4,330;173;-
Jan 3, 2015;2:30 PM;-;154;4,208;139;-
Jan 3, 2015;2:45 PM;-;154;4,080;107;-
Jan 3, 2015;3:00 PM;65,599;152;3,960;78;49,575
Jan 3, 2015;3:15 PM;-;152;3,860;55;-
Jan 3, 2015;3:30 PM;-;152;3,756;35;-
Jan 3, 2015;3:45 PM;-;151;3,659;17;-
Jan 3, 2015;4:00 PM;66,371;151;3,557;7;51,958
Jan 3, 2015;4:15 PM;-;151;3,496;4;-
Jan 3, 2015;4:30 PM;-;152;3,410;2;-
Jan 3, 2015;4:45 PM;-;152;3,333;1;-
Jan 3, 2015;5:00 PM;67,249;152;3,252;0;54,095
Jan 3, 2015;5:15 PM;-;153;3,206;0;-
Jan 3, 2015;5:30 PM;-;154;3,084;0;-
Jan 3, 2015;5:45 PM;-;155;2,998;0;-
Jan 3, 2015;6:00 PM;68,119;156;2,931;0;56,131
Jan 3, 2015;6:15 PM;-;156;2,875;0;-
Jan 3, 2015;6:30 PM;-;156;2,802;0;-
Jan 3, 2015;6:45 PM;-;157;2,756;0;-
Jan 3, 2015;7:00 PM;68,304;157;2,726;0;56,756
Jan 3, 2015;7:15 PM;-;157;2,736;0;-
Jan 3, 2015;7:30 PM;-;157;2,727;0;-
Jan 3, 2015;7:45 PM;-;156;2,732;0;-
Jan 3, 2015;8:00 PM;65,967;156;2,736;0;54,121
Jan 3, 2015;8:15 PM;-;156;2,775;0;-
Jan 3, 2015;8:30 PM;-;156;2,833;0;-
Jan 3, 2015;8:45 PM;-;156;2,879;0;-
Jan 3, 2015;9:00 PM;64,473;155;2,936;0;51,704
Jan 3, 2015;9:15 PM;-;155;3,001;0;-
Jan 3, 2015;9:30 PM;-;155;3,072;0;-
Jan 3, 2015;9:45 PM;-;155;3,142;0;-
Jan 3, 2015;10:00 PM;64,251;155;3,224;0;50,271
Jan 3, 2015;10:15 PM;-;155;3,305;0;-
Jan 3, 2015;10:30 PM;-;155;3,378;0;-
Jan 3, 2015;10:45 PM;-;154;3,455;0;-
Jan 3, 2015;11:00 PM;62,735;154;3,537;0;47,396
Jan 3, 2015;11:15 PM;-;153;3,631;0;-
Jan 3, 2015;11:30 PM;-;154;3,730;0;-
Jan 3, 2015;11:45 PM;-;154;3,827;0;-
Jan 4, 2015;12:00 AM;59,003;-;4,162;0;-
Jan 4, 2015;12:15 AM;-;-;4,236;0;-
Jan 4, 2015;12:30 AM;-;-;4,311;0;-
Jan 4, 2015;12:45 AM;-;-;4,386;0;-
Jan 4, 2015;1:00 AM;55,713;-;4,702;0;-
Jan 4, 2015;1:15 AM;-;-;4,711;0;-
Jan 4, 2015;1:30 AM;-;-;4,705;0;-
Jan 4, 2015;1:45 AM;-;-;4,699;0;-
Jan 4, 2015;2:00 AM;53,994;-;4,695;0;-
Jan 4, 2015;2:15 AM;-;-;4,683;0;-
Jan 4, 2015;2:30 AM;-;-;4,677;0;-
Jan 4, 2015;2:45 AM;-;-;4,665;0;-
Jan 4, 2015;3:00 AM;53,287;-;4,656;0;-
Jan 4, 2015;3:15 AM;-;-;4,651;0;-
Jan 4, 2015;3:30 AM;-;-;4,662;0;-
Jan 4, 2015;3:45 AM;-;-;4,650;0;-
Jan 4, 2015;4:00 AM;53,275;-;4,651;0;-
Jan 4, 2015;4:15 AM;-;-;4,644;0;-
Jan 4, 2015;4:30 AM;-;-;4,636;0;-
Jan 4, 2015;4:45 AM;-;-;4,619;0;-
Jan 4, 2015;5:00 AM;52,871;-;4,604;0;-
Jan 4, 2015;5:15 AM;-;-;4,582;0;-
Jan 4, 2015;5:30 AM;-;-;4,570;0;-
Jan 4, 2015;5:45 AM;-;-;4,530;0;-
Jan 4, 2015;6:00 AM;52,024;-;4,505;0;-
Jan 4, 2015;6:15 AM;-;-;4,475;0;-
Jan 4, 2015;6:30 AM;-;-;4,452;0;-
Jan 4, 2015;6:45 AM;-;-;4,421;0;-
Jan 4, 2015;7:00 AM;53,782;-;4,392;0;-
Jan 4, 2015;7:15 AM;-;-;4,366;0;-
Jan 4, 2015;7:30 AM;-;-;4,337;0;-
Jan 4, 2015;7:45 AM;-;-;4,316;0;-
Jan 4, 2015;8:00 AM;57,080;-;4,291;2;-
Jan 4, 2015;8:15 AM;-;-;4,265;8;-
Jan 4, 2015;8:30 AM;-;-;4,239;22;-
Jan 4, 2015;8:45 AM;-;-;4,211;70;-
Jan 4, 2015;9:00 AM;62,518;-;4,180;148;-
Jan 4, 2015;9:15 AM;-;-;4,147;241;-
Jan 4, 2015;9:30 AM;-;-;4,116;335;-
Jan 4, 2015;9:45 AM;-;-;4,084;442;-
Jan 4, 2015;10:00 AM;66,485;-;4,057;550;-
Jan 4, 2015;10:15 AM;-;-;4,043;649;-
Jan 4, 2015;10:30 AM;-;-;4,030;742;-
Jan 4, 2015;10:45 AM;-;-;4,016;819;-
Jan 4, 2015;11:00 AM;69,922;-;4,006;889;-
Jan 4, 2015;11:15 AM;-;-;4,011;951;-
Jan 4, 2015;11:30 AM;-;-;4,011;1,005;-
Jan 4, 2015;11:45 AM;-;-;4,010;1,036;-
Jan 4, 2015;12:00 PM;69,985;-;4,010;1,056;-
Jan 4, 2015;12:15 PM;-;-;4,006;1,065;-
Jan 4, 2015;12:30 PM;-;-;4,001;1,064;-
Jan 4, 2015;12:45 PM;-;-;3,998;1,043;-
Jan 4, 2015;1:00 PM;68,181;-;3,997;1,013;-
Jan 4, 2015;1:15 PM;-;-;3,990;974;-
Jan 4, 2015;1:30 PM;-;-;3,980;924;-
Jan 4, 2015;1:45 PM;-;-;3,969;855;-
Jan 4, 2015;2:00 PM;63,967;-;3,956;776;-
Jan 4, 2015;2:15 PM;-;-;3,935;689;-
Jan 4, 2015;2:30 PM;-;-;3,907;594;-
Jan 4, 2015;2:45 PM;-;-;3,882;487;-
Jan 4, 2015;3:00 PM;62,369;-;3,858;379;-
Jan 4, 2015;3:15 PM;-;-;3,840;269;-
Jan 4, 2015;3:30 PM;-;-;3,824;169;-
Jan 4, 2015;3:45 PM;-;-;3,809;101;-
Jan 4, 2015;4:00 PM;63,819;-;3,791;57;-
Jan 4, 2015;4:15 PM;-;-;3,765;33;-
Jan 4, 2015;4:30 PM;-;-;3,735;13;-
Jan 4, 2015;4:45 PM;-;-;3,704;5;-
Jan 4, 2015;5:00 PM;66,255;-;3,674;0;-
Jan 4, 2015;5:15 PM;-;-;3,649;0;-
Jan 4, 2015;5:30 PM;-;-;3,624;0;-
Jan 4, 2015;5:45 PM;-;-;3,600;0;-
Jan 4, 2015;6:00 PM;66,331;-;3,579;0;-
Jan 4, 2015;6:15 PM;-;-;3,547;0;-
Jan 4, 2015;6:30 PM;-;-;3,504;0;-
Jan 4, 2015;6:45 PM;-;-;3,465;0;-
Jan 4, 2015;7:00 PM;65,818;-;3,424;0;-
Jan 4, 2015;7:15 PM;-;-;3,379;0;-
Jan 4, 2015;7:30 PM;-;-;3,335;0;-
Jan 4, 2015;7:45 PM;-;-;3,292;0;-
Jan 4, 2015;8:00 PM;64,510;-;3,248;0;-
Jan 4, 2015;8:15 PM;-;-;3,198;0;-
Jan 4, 2015;8:30 PM;-;-;3,147;0;-
Jan 4, 2015;8:45 PM;-;-;3,092;0;-
Jan 4, 2015;9:00 PM;62,644;-;3,047;0;-
Jan 4, 2015;9:15 PM;-;-;3,017;0;-
Jan 4, 2015;9:30 PM;-;-;2,980;0;-
Jan 4, 2015;9:45 PM;-;-;2,945;0;-
Jan 4, 2015;10:00 PM;60,710;-;2,913;0;-
Jan 4, 2015;10:15 PM;-;-;2,882;0;-
Jan 4, 2015;10:30 PM;-;-;2,850;0;-
Jan 4, 2015;10:45 PM;-;-;2,821;0;-
Jan 4, 2015;11:00 PM;59,537;-;2,789;0;-
Jan 4, 2015;11:15 PM;-;-;2,756;0;-
Jan 4, 2015;11:30 PM;-;-;2,726;0;-
Jan 4, 2015;11:45 PM;-;-;2,698;0;-
Jan 5, 2015;12:00 AM;57,659;138.5;2,514;0;47,098
Jan 5, 2015;12:15 AM;-;138;2,504;0;-
Jan 5, 2015;12:30 AM;-;137.75;2,497;0;-
Jan 5, 2015;12:45 AM;-;137.5;2,494;0;-
Jan 5, 2015;1:00 AM;55,625;137.5;2,556;0;44,790
Jan 5, 2015;1:15 AM;-;137;2,571;0;-
Jan 5, 2015;1:30 AM;-;137;2,577;0;-
Jan 5, 2015;1:45 AM;-;136.25;2,583;0;-
Jan 5, 2015;2:00 AM;54,418;136.25;2,591;0;43,457
Jan 5, 2015;2:15 AM;-;136;2,603;0;-
Jan 5, 2015;2:30 AM;-;135.25;2,610;0;-
Jan 5, 2015;2:45 AM;-;135;2,616;0;-
Jan 5, 2015;3:00 AM;54,471;134.75;2,624;0;43,336
Jan 5, 2015;3:15 AM;-;134;2,644;0;-
Jan 5, 2015;3:30 AM;-;133;2,659;0;-
Jan 5, 2015;3:45 AM;-;132;2,675;0;-
Jan 5, 2015;4:00 AM;55,811;133;2,688;0;44,480
Jan 5, 2015;4:15 AM;-;131.25;2,701;0;-
Jan 5, 2015;4:30 AM;-;129.75;2,707;0;-
Jan 5, 2015;4:45 AM;-;127.75;2,713;0;-
Jan 5, 2015;5:00 AM;59,509;127.25;2,714;0;48,184
Jan 5, 2015;5:15 AM;-;124.5;2,711;0;-
Jan 5, 2015;5:30 AM;-;122.25;2,706;0;-
Jan 5, 2015;5:45 AM;-;119.25;2,702;0;-
Jan 5, 2015;6:00 AM;65,148;117;2,690;0;54,075
Jan 5, 2015;6:15 AM;-;114.25;2,668;0;-
Jan 5, 2015;6:30 AM;-;111.25;2,645;0;-
Jan 5, 2015;6:45 AM;-;108.25;2,621;0;-
Jan 5, 2015;7:00 AM;71,827;105.75;2,596;0;61,202
Jan 5, 2015;7:15 AM;-;102.5;2,569;0;-
Jan 5, 2015;7:30 AM;-;99.5;2,542;0;-
Jan 5, 2015;7:45 AM;-;96.25;2,514;0;-
Jan 5, 2015;8:00 AM;76,098;93.5;2,484;2;65,919
Jan 5, 2015;8:15 AM;-;90.75;2,448;8;-
Jan 5, 2015;8:30 AM;-;88;2,410;23;-
Jan 5, 2015;8:45 AM;-;85.75;2,374;74;-
Jan 5, 2015;9:00 AM;76,912;83.5;2,340;142;66,339
Jan 5, 2015;9:15 AM;-;81.75;2,309;222;-
Jan 5, 2015;9:30 AM;-;79.5;2,281;306;-
Jan 5, 2015;9:45 AM;-;77.5;2,253;398;-
Jan 5, 2015;10:00 AM;79,724;76.5;2,224;490;68,226
Jan 5, 2015;10:15 AM;-;76;2,192;581;-
Jan 5, 2015;10:30 AM;-;75.25;2,160;670;-
Jan 5, 2015;10:45 AM;-;75;2,127;752;-
Jan 5, 2015;11:00 AM;81,348;72.75;2,097;827;69,176
Jan 5, 2015;11:15 AM;-;73;2,067;895;-
Jan 5, 2015;11:30 AM;-;73.25;2,037;958;-
Jan 5, 2015;11:45 AM;-;72.75;2,007;994;-
Jan 5, 2015;12:00 PM;81,718;94.75;1,975;1,021;69,581
Jan 5, 2015;12:15 PM;-;93.75;1,931;1,036;-
Jan 5, 2015;12:30 PM;-;93.25;1,889;1,043;-
Jan 5, 2015;12:45 PM;-;92.5;1,845;1,026;-
Jan 5, 2015;1:00 PM;80,724;91;1,797;1,002;69,803
Jan 5, 2015;1:15 PM;-;88;1,732;970;-
Jan 5, 2015;1:30 PM;-;85.25;1,669;930;-
Jan 5, 2015;1:45 PM;-;81.75;1,605;870;-
Jan 5, 2015;2:00 PM;77,705;80;1,547;799;68,888
Jan 5, 2015;2:15 PM;-;76.5;1,490;717;-
Jan 5, 2015;2:30 PM;-;72;1,429;632;-
Jan 5, 2015;2:45 PM;-;67.5;1,368;539;-
Jan 5, 2015;3:00 PM;74,217;66;1,319;443;67,725
Jan 5, 2015;3:15 PM;-;61.75;1,279;344;-
Jan 5, 2015;3:30 PM;-;57.25;1,242;252;-
Jan 5, 2015;3:45 PM;-;52.75;1,206;172;-
Jan 5, 2015;4:00 PM;73,912;49.25;1,166;106;69,113
Jan 5, 2015;4:15 PM;-;47;1,127;57;-
Jan 5, 2015;4:30 PM;-;45.25;1,087;20;-
Jan 5, 2015;4:45 PM;-;43;1,047;6;-
Jan 5, 2015;5:00 PM;75,434;41;1,009;0;71,420
Jan 5, 2015;5:15 PM;-;40.5;979;0;-
Jan 5, 2015;5:30 PM;-;39.75;947;0;-
Jan 5, 2015;5:45 PM;-;39;919;0;-
Jan 5, 2015;6:00 PM;75,802;39;894;0;72,187
Jan 5, 2015;6:15 PM;-;40.25;874;0;-
Jan 5, 2015;6:30 PM;-;41.5;853;0;-
Jan 5, 2015;6:45 PM;-;42;832;0;-
