Date;Time of day;Total[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other[MWh]
Mar 20, 2019;9:00 AM;89,543;915.5;1,982.25;3,463;62,501.5
Mar 20, 2019;9:15 AM;-;897.5;1,943.75;3,807;-
Mar 20, 2019;9:30 AM;-;879;1,905.5;4,121.75;-
Mar 20, 2019;9:45 AM;-;861.5;1,867;4,397.75;-
Mar 20, 2019;10:00 AM;92,521;844.75;1,835.75;4,640.25;62,064
Mar 20, 2019;10:15 AM;-;829;1,856.5;4,857.25;-
Mar 20, 2019;10:30 AM;-;812.25;1,877.75;5,031;-
Mar 20, 2019;10:45 AM;-;797.75;1,895.75;5,179;-
Mar 20, 2019;11:00 AM;94,661;781.75;1,917;5,287.75;62,263.5
Mar 20, 2019;11:15 AM;-;766;1,942.5;5,371;-
Mar 20, 2019;11:30 AM;-;750.5;1,967.5;5,428.75;-
Mar 20, 2019;11:45 AM;-;733.75;1,994.25;5,456.75;-
Mar 20, 2019;12:00 PM;93,577;719;2,016;5,451.75;61,081.75
Mar 20, 2019;12:15 PM;-;705.75;2,028;5,430;-
Mar 20, 2019;12:30 PM;-;694;2,038.5;5,379.25;-
Mar 20, 2019;12:45 PM;-;680;2,049.75;5,303.25;-
Mar 20, 2019;1:00 PM;90,537;667.75;2,054.75;5,199.25;59,889.75
Mar 20, 2019;1:15 PM;-;662;2,037;5,066.25;-
Mar 20, 2019;1:30 PM;-;656;2,018.5;4,910;-
Mar 20, 2019;1:45 PM;-;650.25;1,999.5;4,726;-
Mar 20, 2019;2:00 PM;85,037;645.5;1,977;4,515.75;58,054
Mar 20, 2019;2:15 PM;-;642.75;1,948.25;4,296.25;-
Mar 20, 2019;2:30 PM;-;640.75;1,918.5;4,061.5;-
Mar 20, 2019;2:45 PM;-;636.75;1,888.25;3,811.75;-
Mar 20, 2019;3:00 PM;79,203;632.75;1,855;3,542.5;57,171
Mar 20, 2019;3:15 PM;-;626;1,817.25;3,253.5;-
Mar 20, 2019;3:30 PM;-;617.25;1,780.75;2,944.25;-
Mar 20, 2019;3:45 PM;-;610.5;1,741.25;2,611;-
Mar 20, 2019;4:00 PM;71,964;605.75;1,702.5;2,258.5;56,051
Mar 20, 2019;4:15 PM;-;595.5;1,669.25;1,904.5;-
Mar 20, 2019;4:30 PM;-;586.25;1,637;1,548;-
Mar 20, 2019;4:45 PM;-;577;1,603.75;1,225;-
Mar 20, 2019;5:00 PM;66,586;567.25;1,574;913.25;56,060.75
Mar 20, 2019;5:15 PM;-;556.25;1,555.5;624;-
Mar 20, 2019;5:30 PM;-;545.5;1,535.5;392;-
Mar 20, 2019;5:45 PM;-;533.75;1,519.25;209;-
Mar 20, 2019;6:00 PM;66,026;522;1,507;95.25;57,894.75
Mar 20, 2019;6:15 PM;-;509.5;1,500.5;25;-
Mar 20, 2019;6:30 PM;-;497.5;1,494.25;4.5;-
Mar 20, 2019;6:45 PM;-;486.5;1,488.5;0.75;-
Mar 20, 2019;7:00 PM;67,447;476.25;1,484.25;0;59,680
Mar 20, 2019;7:15 PM;-;472.5;1,475.5;0;-
Mar 20, 2019;7:30 PM;-;469.5;1,465;0;-
Mar 20, 2019;7:45 PM;-;467.5;1,456.5;0;-
Mar 20, 2019;8:00 PM;65,386;465.5;1,448.5;0;57,812.75
Mar 20, 2019;8:15 PM;-;468;1,432.5;0;-
Mar 20, 2019;8:30 PM;-;469.5;1,417.25;0;-
Mar 20, 2019;8:45 PM;-;470.75;1,401.25;0;-
Mar 20, 2019;9:00 PM;61,505;475.5;1,386.5;0;54,063.75
Mar 20, 2019;9:15 PM;-;481.5;1,379.75;0;-
Mar 20, 2019;9:30 PM;-;488.25;1,372.25;0;-
Mar 20, 2019;9:45 PM;-;494.5;1,363;0;-
Mar 20, 2019;10:00 PM;60,080;502.75;1,347.75;0;52,619.75
Mar 20, 2019;10:15 PM;-;520.75;1,339.5;0;-
Mar 20, 2019;10:30 PM;-;538;1,331.5;0;-
Mar 20, 2019;10:45 PM;-;556.25;1,323.75;0;-
Mar 20, 2019;11:00 PM;57,853;576;1,315.25;0;50,236.75
Mar 20, 2019;11:15 PM;-;597.25;1,303.25;0;-
Mar 20, 2019;11:30 PM;-;617.75;1,291;0;-
Mar 20, 2019;11:45 PM;-;638.75;1,277;0;-
Mar 21, 2019;12:00 AM;55,453;821;1,479.75;0;46,104.75
Mar 21, 2019;12:15 AM;-;838.25;1,487.75;0;-
Mar 21, 2019;12:30 AM;-;856.75;1,493;0;-
Mar 21, 2019;12:45 AM;-;874.25;1,497.5;0;-
Mar 21, 2019;1:00 AM;54,934;890.25;1,502.5;0;45,225.75
Mar 21, 2019;1:15 AM;-;907.5;1,507.75;0;-
Mar 21, 2019;1:30 AM;-;926;1,512.25;0;-
Mar 21, 2019;1:45 AM;-;945.25;1,516.75;0;-
Mar 21, 2019;2:00 AM;53,981;962.5;1,531.25;0;43,808.75
Mar 21, 2019;2:15 AM;-;978;1,549;0;-
Mar 21, 2019;2:30 AM;-;994.75;1,564.75;0;-
Mar 21, 2019;2:45 AM;-;1,010;1,582;0;-
Mar 21, 2019;3:00 AM;54,500;1,024;1,596;0;43,887.5
Mar 21, 2019;3:15 AM;-;1,031.5;1,610.5;0;-
Mar 21, 2019;3:30 AM;-;1,037.5;1,626.25;0;-
Mar 21, 2019;3:45 AM;-;1,045;1,641.75;0;-
Mar 21, 2019;4:00 AM;55,361;1,052.25;1,658;0;44,376.5
Mar 21, 2019;4:15 AM;-;1,055.25;1,679.25;0;-
Mar 21, 2019;4:30 AM;-;1,058.25;1,700.25;0;-
Mar 21, 2019;4:45 AM;-;1,063;1,718.25;0;-
Mar 21, 2019;5:00 AM;58,532;1,066;1,736.75;0;47,184.75
Mar 21, 2019;5:15 AM;-;1,068.25;1,756.75;0;-
Mar 21, 2019;5:30 AM;-;1,070.75;1,776.5;0;-
Mar 21, 2019;5:45 AM;-;1,073;1,799.25;0;-
Mar 21, 2019;6:00 AM;63,308;1,075.75;1,828.75;1.25;51,178.25
Mar 21, 2019;6:15 AM;-;1,085.5;1,845.5;17;-
Mar 21, 2019;6:30 AM;-;1,093.75;1,863.25;91.5;-
Mar 21, 2019;6:45 AM;-;1,104.75;1,876.25;246.5;-
Mar 21, 2019;7:00 AM;71,328;1,112.75;1,885.75;458.25;55,844.5
Mar 21, 2019;7:15 AM;-;1,115.5;1,865;721.75;-
Mar 21, 2019;7:30 AM;-;1,126.75;1,850.5;1,025;-
Mar 21, 2019;7:45 AM;-;1,137.25;1,837.25;1,347.75;-
Mar 21, 2019;8:00 AM;78,802;1,148.5;1,821.25;1,695.75;58,077.25
Mar 21, 2019;8:15 AM;-;1,159.5;1,796.75;2,049.5;-
Mar 21, 2019;8:30 AM;-;1,169.5;1,772;2,409.75;-
Mar 21, 2019;8:45 AM;-;1,179.5;1,751;2,771.75;-
Mar 21, 2019;9:00 AM;85,549;1,188.25;1,733;3,125.5;59,483
Mar 21, 2019;9:15 AM;-;1,192.25;1,721.75;3,464.5;-
Mar 21, 2019;9:30 AM;-;1,195.25;1,710.75;3,777.5;-
Mar 21, 2019;9:45 AM;-;1,198.75;1,697.75;4,060.75;-
Mar 21, 2019;10:00 AM;89,802;1,201.5;1,691;4,317.5;59,552.5
Mar 21, 2019;10:15 AM;-;1,198.5;1,713.5;4,556;-
Mar 21, 2019;10:30 AM;-;1,196.5;1,735;4,758.75;-
Mar 21, 2019;10:45 AM;-;1,194.5;1,757.75;4,929;-
Mar 21, 2019;11:00 AM;91,734;1,192.75;1,777;5,069;58,940.75
Mar 21, 2019;11:15 AM;-;1,187.75;1,793.75;5,179.25;-
Mar 21, 2019;11:30 AM;-;1,183.5;1,809.75;5,267.75;-
Mar 21, 2019;11:45 AM;-;1,179.25;1,826;5,327.5;-
Mar 21, 2019;12:00 PM;91,858;1,174;1,840.75;5,357.5;58,408
Mar 21, 2019;12:15 PM;-;1,168.5;1,853.25;5,361.5;-
Mar 21, 2019;12:30 PM;-;1,163.5;1,865.5;5,338.75;-
Mar 21, 2019;12:45 PM;-;1,156.25;1,879.5;5,291;-
Mar 21, 2019;1:00 PM;88,388;1,149.25;1,886;5,216.25;56,304.75
Mar 21, 2019;1:15 PM;-;1,138;1,861.25;5,116.5;-
Mar 21, 2019;1:30 PM;-;1,126;1,837;4,989.75;-
Mar 21, 2019;1:45 PM;-;1,115;1,810.75;4,837.5;-
Mar 21, 2019;2:00 PM;83,598;1,101;1,782.5;4,659.5;54,981.75
Mar 21, 2019;2:15 PM;-;1,088.25;1,750.75;4,457.25;-
Mar 21, 2019;2:30 PM;-;1,074.5;1,719.25;4,237.5;-
Mar 21, 2019;2:45 PM;-;1,061;1,688;3,996.75;-
Mar 21, 2019;3:00 PM;77,900;1,047.25;1,653.5;3,733;54,393.25
Mar 21, 2019;3:15 PM;-;1,029.25;1,609.75;3,442.5;-
Mar 21, 2019;3:30 PM;-;1,009.5;1,567.75;3,122.25;-
Mar 21, 2019;3:45 PM;-;991.5;1,523.5;2,777;-
Mar 21, 2019;4:00 PM;70,806;971.25;1,481;2,414.75;53,892.25
Mar 21, 2019;4:15 PM;-;947.5;1,442.5;2,051.25;-
Mar 21, 2019;4:30 PM;-;923.25;1,405.5;1,679.25;-
Mar 21, 2019;4:45 PM;-;899;1,367.75;1,330.75;-
Mar 21, 2019;5:00 PM;64,690;874.75;1,334;991.25;53,802
Mar 21, 2019;5:15 PM;-;849.5;1,312;679.75;-
Mar 21, 2019;5:30 PM;-;824;1,290.25;431.75;-
Mar 21, 2019;5:45 PM;-;799.75;1,270.5;230.5;-
Mar 21, 2019;6:00 PM;63,181;775.25;1,253.5;104;55,146.5
Mar 21, 2019;6:15 PM;-;752.5;1,239;37.5;-
Mar 21, 2019;6:30 PM;-;729.75;1,224;3.5;-
Mar 21, 2019;6:45 PM;-;706;1,209.5;0;-
Mar 21, 2019;7:00 PM;65,200;684.25;1,196.25;0;57,841.5
Mar 21, 2019;7:15 PM;-;667;1,187;0;-
Mar 21, 2019;7:30 PM;-;650.75;1,175.75;0;-
Mar 21, 2019;7:45 PM;-;633.75;1,163.75;0;-
Mar 21, 2019;8:00 PM;62,417;618.5;1,151;0;55,528
Mar 21, 2019;8:15 PM;-;603.5;1,134.75;0;-
Mar 21, 2019;8:30 PM;-;589;1,117.75;0;-
Mar 21, 2019;8:45 PM;-;573.25;1,101.25;0;-
Mar 21, 2019;9:00 PM;59,944;558.75;1,085;0;53,530.75
Mar 21, 2019;9:15 PM;-;546.25;1,070.5;0;-
Mar 21, 2019;9:30 PM;-;533;1,056.5;0;-
Mar 21, 2019;9:45 PM;-;520.75;1,042.5;0;-
Mar 21, 2019;10:00 PM;57,997;508.5;1,024.5;0;51,973.5
Mar 21, 2019;10:15 PM;-;502.5;1,012.5;0;-
Mar 21, 2019;10:30 PM;-;496.25;1,000.5;0;-
Mar 21, 2019;10:45 PM;-;491;987.75;0;-
Mar 21, 2019;11:00 PM;55,224;484.5;977;0;49,470.25
Mar 21, 2019;11:15 PM;-;480.5;966;0;-
Mar 21, 2019;11:30 PM;-;476;955.25;0;-
Mar 21, 2019;11:45 PM;-;469.5;945;0;-
Mar 22, 2019;12:00 AM;52,511;246.75;764;0;48,662.5
Mar 22, 2019;12:15 AM;-;240.25;739;0;-
Mar 22, 2019;12:30 AM;-;233.5;712.75;0;-
Mar 22, 2019;12:45 AM;-;227;685.25;0;-
Mar 22, 2019;1:00 AM;50,683;219.75;661.25;0;47,331
Mar 22, 2019;1:15 AM;-;211.75;640.75;0;-
Mar 22, 2019;1:30 AM;-;203;620.5;0;-
Mar 22, 2019;1:45 AM;-;195.25;599.75;0;-
Mar 22, 2019;2:00 AM;50,223;188.75;579.5;0;47,326.5
Mar 22, 2019;2:15 AM;-;177.5;561.25;0;-
Mar 22, 2019;2:30 AM;-;165.5;543.5;0;-
Mar 22, 2019;2:45 AM;-;154.25;526.25;0;-
Mar 22, 2019;3:00 AM;49,586;143;512;0;47,060
Mar 22, 2019;3:15 AM;-;136.5;502.75;0;-
Mar 22, 2019;3:30 AM;-;128.75;494.75;0;-
Mar 22, 2019;3:45 AM;-;121;487.25;0;-
Mar 22, 2019;4:00 AM;49,895;114.5;480;0;47,537.75
Mar 22, 2019;4:15 AM;-;116.75;474.25;0;-
Mar 22, 2019;4:30 AM;-;120;467.25;0;-
Mar 22, 2019;4:45 AM;-;122.25;462.25;0;-
Mar 22, 2019;5:00 AM;52,734;124;456.75;0;50,438.75
Mar 22, 2019;5:15 AM;-;124.5;451.25;0;-
Mar 22, 2019;5:30 AM;-;125.25;446.25;0;-
Mar 22, 2019;5:45 AM;-;126.5;440.75;0;-
Mar 22, 2019;6:00 AM;56,737;128;438;2;53,990.5
Mar 22, 2019;6:15 AM;-;132.75;439.75;26.25;-
Mar 22, 2019;6:30 AM;-;137;442;117.5;-
Mar 22, 2019;6:45 AM;-;141.25;443.5;298.5;-
Mar 22, 2019;7:00 AM;65,731;147.25;442.5;544;59,278
Mar 22, 2019;7:15 AM;-;157.75;433.75;837.5;-
Mar 22, 2019;7:30 AM;-;169;423.5;1,177.25;-
Mar 22, 2019;7:45 AM;-;180.75;410.25;1,529.5;-
Mar 22, 2019;8:00 AM;74,201;194.25;385.5;1,904;61,979
Mar 22, 2019;8:15 AM;-;209.25;369.25;2,281.75;-
Mar 22, 2019;8:30 AM;-;224.75;351.25;2,668.5;-
Mar 22, 2019;8:45 AM;-;239.5;332.75;3,061.25;-
Mar 22, 2019;9:00 AM;80,561;255.5;315.5;3,444.5;62,349.75
Mar 22, 2019;9:15 AM;-;276;302.75;3,813.75;-
Mar 22, 2019;9:30 AM;-;297;289.25;4,157.5;-
Mar 22, 2019;9:45 AM;-;317.5;273.5;4,468.5;-
Mar 22, 2019;10:00 AM;85,588;337;262.75;4,750.5;62,678.75
Mar 22, 2019;10:15 AM;-;347.25;265.75;5,009.75;-
Mar 22, 2019;10:30 AM;-;359.5;270;5,234.25;-
Mar 22, 2019;10:45 AM;-;369.75;277.5;5,425.25;-
Mar 22, 2019;11:00 AM;87,818;380.75;284.25;5,582.25;62,041.5
Mar 22, 2019;11:15 AM;-;387.75;296.5;5,711;-
Mar 22, 2019;11:30 AM;-;396;306.75;5,817.75;-
Mar 22, 2019;11:45 AM;-;403.75;319;5,890.75;-
Mar 22, 2019;12:00 PM;88,267;408;330.25;5,934.75;61,493.5
Mar 22, 2019;12:15 PM;-;411;336.5;5,958.5;-
Mar 22, 2019;12:30 PM;-;412.75;344;5,952.75;-
Mar 22, 2019;12:45 PM;-;414.5;349.5;5,921;-
Mar 22, 2019;1:00 PM;85,944;413;356.75;5,857.5;60,143.75
Mar 22, 2019;1:15 PM;-;408.5;359.5;5,763;-
Mar 22, 2019;1:30 PM;-;405.25;358.75;5,633.75;-
Mar 22, 2019;1:45 PM;-;402.25;358.5;5,483.5;-
Mar 22, 2019;2:00 PM;80,625;397.25;358.5;5,300.25;57,853.5
Mar 22, 2019;2:15 PM;-;388.5;359;5,078.5;-
Mar 22, 2019;2:30 PM;-;378.75;361.5;4,841;-
Mar 22, 2019;2:45 PM;-;370.75;363.75;4,573.75;-
Mar 22, 2019;3:00 PM;74,337;364.5;364.75;4,274.75;56,373.75
Mar 22, 2019;3:15 PM;-;358.25;371.25;3,953.5;-
Mar 22, 2019;3:30 PM;-;353.5;376.25;3,600.25;-
Mar 22, 2019;3:45 PM;-;348.75;381;3,216.5;-
Mar 22, 2019;4:00 PM;66,128;344.25;386;2,796;54,500.25
Mar 22, 2019;4:15 PM;-;343.25;402.25;2,368.5;-
Mar 22, 2019;4:30 PM;-;343.25;417;1,926.75;-
Mar 22, 2019;4:45 PM;-;343.25;432.5;1,524.75;-
Mar 22, 2019;5:00 PM;60,242;344.25;451.5;1,145.25;54,081.5
Mar 22, 2019;5:15 PM;-;343.75;492;796;-
Mar 22, 2019;5:30 PM;-;344.75;531;511.5;-
Mar 22, 2019;5:45 PM;-;345.75;576;278.75;-
Mar 22, 2019;6:00 PM;58,349;348.75;627.25;130;53,773.5
Mar 22, 2019;6:15 PM;-;355;700.5;48.5;-
Mar 22, 2019;6:30 PM;-;361.25;776.25;5.5;-
Mar 22, 2019;6:45 PM;-;366.25;855.75;0.5;-
Mar 22, 2019;7:00 PM;61,933;372.75;934.75;0;56,156.5
Mar 22, 2019;7:15 PM;-;381.75;1,018.5;0;-
Mar 22, 2019;7:30 PM;-;391.75;1,099.25;0;-
Mar 22, 2019;7:45 PM;-;401;1,176.75;0;-
Mar 22, 2019;8:00 PM;60,206;411;1,254.5;0;53,053
Mar 22, 2019;8:15 PM;-;424;1,324;0;-
Mar 22, 2019;8:30 PM;-;438;1,393;0;-
Mar 22, 2019;8:45 PM;-;451;1,457.5;0;-
Mar 22, 2019;9:00 PM;60,179;464.75;1,520.75;0;51,810.25
Mar 22, 2019;9:15 PM;-;477.5;1,579;0;-
Mar 22, 2019;9:30 PM;-;488.75;1,640.5;0;-
Mar 22, 2019;9:45 PM;-;502.75;1,694.75;0;-
Mar 22, 2019;10:00 PM;59,236;513.5;1,734.5;0;50,229
Mar 22, 2019;10:15 PM;-;520.5;1,731.25;0;-
Mar 22, 2019;10:30 PM;-;527.5;1,726.25;0;-
Mar 22, 2019;10:45 PM;-;534.25;1,719.25;0;-
Mar 22, 2019;11:00 PM;56,237;537.5;1,710;0;47,233.25
Mar 22, 2019;11:15 PM;-;538.75;1,710.25;0;-
Mar 22, 2019;11:30 PM;-;540.25;1,711.75;0;-
Mar 22, 2019;11:45 PM;-;543.25;1,712;0;-
Mar 23, 2019;12:00 AM;54,294;591.75;1,868;0;44,458.5
Mar 23, 2019;12:15 AM;-;593.5;1,866.75;0;-
Mar 23, 2019;12:30 AM;-;594;1,865.25;0;-
Mar 23, 2019;12:45 AM;-;594.5;1,861.75;0;-
Mar 23, 2019;1:00 AM;52,873;598;1,863.25;0;43,101.5
Mar 23, 2019;1:15 AM;-;609.25;1,840.25;0;-
Mar 23, 2019;1:30 AM;-;620.25;1,817.25;0;-
Mar 23, 2019;1:45 AM;-;632.25;1,791;0;-
Mar 23, 2019;2:00 AM;52,149;644.5;1,764.25;0;42,616.5
Mar 23, 2019;2:15 AM;-;654.5;1,737;0;-
Mar 23, 2019;2:30 AM;-;664.75;1,709.25;0;-
Mar 23, 2019;2:45 AM;-;674.5;1,683.75;0;-
Mar 23, 2019;3:00 AM;51,329;682;1,660.75;0;42,100.25
Mar 23, 2019;3:15 AM;-;689.25;1,630.25;0;-
Mar 23, 2019;3:30 AM;-;695.5;1,600.5;0;-
Mar 23, 2019;3:45 AM;-;701;1,569.5;0;-
Mar 23, 2019;4:00 AM;50,632;702.25;1,537.75;0;41,876.75
Mar 23, 2019;4:15 AM;-;691.75;1,514.25;0;-
Mar 23, 2019;4:30 AM;-;680.5;1,491.25;0;-
Mar 23, 2019;4:45 AM;-;669.5;1,468;0;-
Mar 23, 2019;5:00 AM;50,859;659.5;1,448.5;0;42,526
Mar 23, 2019;5:15 AM;-;647.75;1,443.25;0;-
Mar 23, 2019;5:30 AM;-;636.5;1,438.5;0;-
Mar 23, 2019;5:45 AM;-;626.5;1,432.5;0;-
Mar 23, 2019;6:00 AM;51,563;619.25;1,436.75;3.75;42,831.75
Mar 23, 2019;6:15 AM;-;613;1,433.5;49.75;-
Mar 23, 2019;6:30 AM;-;606;1,431.25;153.25;-
Mar 23, 2019;6:45 AM;-;597.25;1,423.5;364;-
Mar 23, 2019;7:00 AM;57,251;588.5;1,409.25;630.5;45,125.25
Mar 23, 2019;7:15 AM;-;591.25;1,356.25;931.25;-
Mar 23, 2019;7:30 AM;-;593.5;1,302.5;1,270.25;-
Mar 23, 2019;7:45 AM;-;596.75;1,235.75;1,620;-
Mar 23, 2019;8:00 AM;65,035;600.5;1,165;1,993;48,058.75
Mar 23, 2019;8:15 AM;-;609;1,091.75;2,376.25;-
Mar 23, 2019;8:30 AM;-;617;1,020.75;2,770.25;-
Mar 23, 2019;8:45 AM;-;624.5;955.75;3,152.5;-
Mar 23, 2019;9:00 AM;72,397;630.25;902.75;3,518.75;50,384.5
Mar 23, 2019;9:15 AM;-;631.75;880.25;3,862;-
Mar 23, 2019;9:30 AM;-;634.25;857;4,173.75;-
Mar 23, 2019;9:45 AM;-;637;840.5;4,444.25;-
Mar 23, 2019;10:00 AM;77,227;639.25;829.75;4,681.25;51,171
Mar 23, 2019;10:15 AM;-;639.25;876.25;4,900;-
Mar 23, 2019;10:30 AM;-;641;924;5,079.75;-
Mar 23, 2019;10:45 AM;-;642.25;975.5;5,227.75;-
Mar 23, 2019;11:00 AM;79,751;642.5;1,028.25;5,342.5;50,904.5
Mar 23, 2019;11:15 AM;-;644.75;1,084;5,430;-
Mar 23, 2019;11:30 AM;-;646.25;1,141.5;5,498.5;-
Mar 23, 2019;11:45 AM;-;646.5;1,203.5;5,538.25;-
Mar 23, 2019;12:00 PM;80,005;647;1,269;5,548.25;49,893.5
Mar 23, 2019;12:15 PM;-;645.25;1,345.5;5,534.5;-
Mar 23, 2019;12:30 PM;-;643;1,424.5;5,491.5;-
Mar 23, 2019;12:45 PM;-;639;1,502.5;5,421.5;-
Mar 23, 2019;1:00 PM;77,142;636.5;1,577;5,325.5;47,433.75
Mar 23, 2019;1:15 PM;-;633.75;1,648.75;5,202;-
Mar 23, 2019;1:30 PM;-;631;1,720.5;5,051;-
Mar 23, 2019;1:45 PM;-;627.75;1,775.25;4,879.25;-
Mar 23, 2019;2:00 PM;71,523;623;1,829.75;4,685;44,041.25
Mar 23, 2019;2:15 PM;-;616;1,888;4,465.25;-
Mar 23, 2019;2:30 PM;-;609.25;1,945.75;4,233.75;-
Mar 23, 2019;2:45 PM;-;601.75;2,005.5;3,978.75;-
Mar 23, 2019;3:00 PM;67,366;594.75;2,060.75;3,702.5;43,605.25
Mar 23, 2019;3:15 PM;-;582;2,113;3,401;-
Mar 23, 2019;3:30 PM;-;570.75;2,161.75;3,074.5;-
Mar 23, 2019;3:45 PM;-;558.75;2,208.25;2,732.75;-
Mar 23, 2019;4:00 PM;62,264;545.75;2,244.75;2,377.75;43,878.75
Mar 23, 2019;4:15 PM;-;531.75;2,232.75;2,019.5;-
Mar 23, 2019;4:30 PM;-;517.25;2,222;1,657.5;-
Mar 23, 2019;4:45 PM;-;504;2,209.25;1,323;-
Mar 23, 2019;5:00 PM;57,438;489;2,194;1,002.25;44,593.75
Mar 23, 2019;5:15 PM;-;473.25;2,162.75;703;-
Mar 23, 2019;5:30 PM;-;458.75;2,128.5;452.75;-
Mar 23, 2019;5:45 PM;-;442.5;2,094.25;243.25;-
Mar 23, 2019;6:00 PM;56,265;426.5;2,062.5;113;46,351.75
Mar 23, 2019;6:15 PM;-;409.75;2,046.5;43.25;-
Mar 23, 2019;6:30 PM;-;394;2,028.5;5;-
Mar 23, 2019;6:45 PM;-;378.5;2,005.5;0.25;-
Mar 23, 2019;7:00 PM;58,006;363.5;1,986;0;48,808.75
Mar 23, 2019;7:15 PM;-;349.5;1,967.75;0;-
Mar 23, 2019;7:30 PM;-;336.75;1,946.25;0;-
Mar 23, 2019;7:45 PM;-;324.75;1,922.75;0;-
Mar 23, 2019;8:00 PM;56,030;312.5;1,900.75;0;47,335.75
Mar 23, 2019;8:15 PM;-;304;1,883.25;0;-
Mar 23, 2019;8:30 PM;-;296.25;1,864.25;0;-
Mar 23, 2019;8:45 PM;-;286.75;1,846.5;0;-
Mar 23, 2019;9:00 PM;52,685;278.75;1,828.25;0;44,449.5
Mar 23, 2019;9:15 PM;-;270.5;1,805;0;-
Mar 23, 2019;9:30 PM;-;262.25;1,780.75;0;-
Mar 23, 2019;9:45 PM;-;253.5;1,756.5;0;-
Mar 23, 2019;10:00 PM;51,614;246.25;1,724.5;0;43,989.5
Mar 23, 2019;10:15 PM;-;240.5;1,688;0;-
Mar 23, 2019;10:30 PM;-;235;1,650;0;-
Mar 23, 2019;10:45 PM;-;229.25;1,611;0;-
Mar 23, 2019;11:00 PM;49,064;224;1,571;0;42,133
Mar 23, 2019;11:15 PM;-;221.5;1,533;0;-
Mar 23, 2019;11:30 PM;-;218;1,494.25;0;-
Mar 23, 2019;11:45 PM;-;213.75;1,455.5;0;-
Mar 24, 2019;12:00 AM;46,906;169.75;1,254.75;0;41,431.75
Mar 24, 2019;12:15 AM;-;167.5;1,220.25;0;-
Mar 24, 2019;12:30 AM;-;164.5;1,184.75;0;-
Mar 24, 2019;12:45 AM;-;161.75;1,151;0;-
Mar 24, 2019;1:00 AM;45,194;160;1,117.5;0;40,288
Mar 24, 2019;1:15 AM;-;159;1,083.75;0;-
Mar 24, 2019;1:30 AM;-;157.25;1,051.75;0;-
Mar 24, 2019;1:45 AM;-;156.25;1,020.5;0;-
Mar 24, 2019;2:00 AM;43,956;155.25;980.5;0;39,604.25
Mar 24, 2019;2:15 AM;-;154.25;949.5;0;-
Mar 24, 2019;2:30 AM;-;152.75;919.5;0;-
Mar 24, 2019;2:45 AM;-;151.5;888.5;0;-
Mar 24, 2019;3:00 AM;43,541;150;858;0;39,688.5
Mar 24, 2019;3:15 AM;-;149.25;829;0;-
Mar 24, 2019;3:30 AM;-;147.75;800.25;0;-
Mar 24, 2019;3:45 AM;-;146.5;771.75;0;-
Mar 24, 2019;4:00 AM;43,466;145.5;743;0;40,090.5
Mar 24, 2019;4:15 AM;-;143.25;715.75;0;-
Mar 24, 2019;4:30 AM;-;141.5;687.5;0;-
Mar 24, 2019;4:45 AM;-;138.5;660.5;0;-
Mar 24, 2019;5:00 AM;43,138;136.5;633;0;40,229.75
Mar 24, 2019;5:15 AM;-;134.5;607;0;-
Mar 24, 2019;5:30 AM;-;133.5;578.75;0;-
Mar 24, 2019;5:45 AM;-;131.25;553.75;0;-
Mar 24, 2019;6:00 AM;43,339;130.75;530.75;5.5;40,374.25
Mar 24, 2019;6:15 AM;-;131.5;505;44.5;-
Mar 24, 2019;6:30 AM;-;132.75;478.75;131.25;-
Mar 24, 2019;6:45 AM;-;133;451;290;-
Mar 24, 2019;7:00 AM;47,415;134.75;421.5;491.25;41,930.75
Mar 24, 2019;7:15 AM;-;139;384.25;725.5;-
Mar 24, 2019;7:30 AM;-;144;345.75;986.25;-
Mar 24, 2019;7:45 AM;-;149.5;308.25;1,254.25;-
Mar 24, 2019;8:00 AM;53,445;154.5;267.25;1,537;43,983.75
Mar 24, 2019;8:15 AM;-;161.5;238.5;1,822.75;-
Mar 24, 2019;8:30 AM;-;168;210.75;2,121.25;-
Mar 24, 2019;8:45 AM;-;174.5;183.75;2,421.5;-
Mar 24, 2019;9:00 AM;59,396;181.25;161.25;2,715.25;45,583.5
Mar 24, 2019;9:15 AM;-;190.5;151.25;2,992.25;-
Mar 24, 2019;9:30 AM;-;198;143;3,251.25;-
Mar 24, 2019;9:45 AM;-;205.75;134;3,488.75;-
Mar 24, 2019;10:00 AM;63,706;215.5;127.25;3,705.25;46,224
Mar 24, 2019;10:15 AM;-;233.75;141.5;3,907;-
Mar 24, 2019;10:30 AM;-;251.5;154.5;4,080.25;-
Mar 24, 2019;10:45 AM;-;269.75;168;4,227.75;-
Mar 24, 2019;11:00 AM;67,550;290.25;188.25;4,352;47,377
Mar 24, 2019;11:15 AM;-;315;221;4,453.25;-
Mar 24, 2019;11:30 AM;-;340.25;253.75;4,529.75;-
Mar 24, 2019;11:45 AM;-;363.25;286.5;4,579.75;-
Mar 24, 2019;12:00 PM;68,747;389.5;325;4,604;47,090
Mar 24, 2019;12:15 PM;-;419;374.75;4,604;-
Mar 24, 2019;12:30 PM;-;450;423;4,579.75;-
Mar 24, 2019;12:45 PM;-;481.5;473;4,533.5;-
Mar 24, 2019;1:00 PM;65,573;510.75;524.5;4,465;43,560.5
