Date;Time of day;Germany/Luxembourg[Euro/MWh];Denmark 1[Euro/MWh];Denmark 2[Euro/MWh];France[Euro/MWh];Northern Italy[Euro/MWh];Netherlands[Euro/MWh];Poland[Euro/MWh];Sweden 4[Euro/MWh];Switzerland[Euro/MWh];Slovenia[Euro/MWh];Czech Republic[Euro/MWh];Hungary[Euro/MWh];Austria[Euro/MWh];Germany/Austria/Luxembourg[Euro/MWh]
May 5, 2017;5:00 AM;-;29.73;29.73;31.26;42;30.72;-;29.73;28.17;42;29.5;41.61;-;30.99
May 5, 2017;6:00 AM;-;30.59;30.59;41.06;50;34.6;-;30.59;33.46;50;36.78;45.71;-;37.17
May 5, 2017;7:00 AM;-;32.8;32.8;50.73;51;35.31;-;32.8;37.52;53;44.11;59.58;-;43.82
May 5, 2017;8:00 AM;-;33.45;33.45;52.07;52.32;47;-;33.45;44.49;52.32;47.59;54.1;-;48.98
May 5, 2017;9:00 AM;-;32.42;32.42;49.91;49.91;49.91;-;32.42;48.02;49.91;46.6;52.54;-;49.91
May 5, 2017;10:00 AM;-;31.96;31.96;47.9;47.9;47.9;-;31.96;48.04;47.9;46;49.91;-;47.9
May 5, 2017;11:00 AM;-;31.35;31.35;46.38;46.38;40;-;31.35;47.2;46.38;45.98;48.94;-;46.38
May 5, 2017;12:00 PM;-;30.98;30.98;42;42;42;-;30.98;45.06;42;42.51;48.08;-;42
May 5, 2017;1:00 PM;-;31;31;40.09;40.09;40.09;-;31;41.27;40.09;39.49;47.06;-;40.09
May 5, 2017;2:00 PM;-;30.71;30.71;37.04;38.23;36.88;-;30.71;39.7;38.23;36.8;45.98;-;36.97
May 5, 2017;3:00 PM;-;30.39;30.39;35.37;40.41;35.37;-;30.39;37.62;40.41;36.1;44.83;-;35.37
May 5, 2017;4:00 PM;-;30.46;30.46;34.9;43.67;34.9;-;30.46;36.63;43.67;35.5;42.91;-;34.9
May 5, 2017;5:00 PM;-;31.08;31.08;37.67;46.19;37.67;-;30.98;35.6;46.19;37.37;42.94;-;37.67
May 5, 2017;6:00 PM;-;36.72;36.72;40.33;46.41;40.33;-;31.02;37.3;46.41;39.3;44.49;-;40.33
May 5, 2017;7:00 PM;-;41.43;41.43;42.09;48.81;42.09;-;30.9;42.03;48.1;41.44;47.92;-;42.09
May 5, 2017;8:00 PM;-;41.16;41.16;41.16;52.94;41.16;-;30.45;43.76;52.94;42.3;52.59;-;41.16
May 5, 2017;9:00 PM;-;38.79;38.79;38.98;49.36;38.98;-;30.31;44.44;49.36;40.2;49.89;-;38.98
May 5, 2017;10:00 PM;-;36.07;36.07;39.27;46.73;39.27;-;30.24;42.26;46.73;37.26;44.77;-;39.27
May 5, 2017;11:00 PM;-;33.37;33.37;34.9;45;34.9;-;28.87;41.05;34.9;32.5;36.41;-;34.9
May 6, 2017;12:00 AM;-;33.25;33.25;37.04;39.29;37.04;-;27.04;37.86;38.01;33;36.01;-;37.04
May 6, 2017;1:00 AM;-;32.47;32.47;32.47;38.85;32.47;-;26.31;36.03;32.47;30.45;30.45;-;32.47
May 6, 2017;2:00 AM;-;31.04;31.04;31.04;33.7;31.04;-;26.27;32.79;31.04;29.15;29.15;-;31.04
May 6, 2017;3:00 AM;-;30.71;30.71;30.71;32.99;30.71;-;26.55;31.06;30.71;29;29;-;30.71
May 6, 2017;4:00 AM;-;30.57;30.57;30.57;32.3;30.57;-;26.93;30.41;30.57;28.98;28.98;-;30.57
May 6, 2017;5:00 AM;-;30.86;30.86;30.86;31.42;30.86;-;27.86;30.4;30.86;29;29;-;30.86
May 6, 2017;6:00 AM;-;30.92;30.92;30.92;32.13;30.92;-;29.27;31.15;32.13;30.99;30.99;-;30.92
May 6, 2017;7:00 AM;-;31.14;31.14;31.14;45.52;31.14;-;30.14;32.13;31.14;33.21;33.3;-;31.14
May 6, 2017;8:00 AM;-;33.92;33.92;33.92;48;33.92;-;30.93;33.28;34.39;35.2;40.77;-;33.92
May 6, 2017;9:00 AM;-;33.06;33.06;33.06;48.3;33.06;-;32;34.56;48;34.76;45.07;-;33.06
May 6, 2017;10:00 AM;-;31.53;31.53;35.01;49;35.37;-;31.53;35.01;47.99;32.6;45.33;-;31.53
May 6, 2017;11:00 AM;-;30.64;30.64;30.77;48;31;-;30.64;34.82;48;31.3;43.51;-;30.64
May 6, 2017;12:00 PM;-;30.79;30.79;33.98;42.62;34.4;-;30.79;33.69;42.62;28.7;36.97;-;30.79
May 6, 2017;1:00 PM;-;30.1;30.1;32;39.09;32.18;-;30.1;35.24;39.09;26.89;31.55;-;30.1
May 6, 2017;2:00 PM;-;29.6;29.6;29.81;38.93;29.83;-;29.6;33.94;35;26;29.08;-;29.6
May 6, 2017;3:00 PM;-;28.93;28.93;28.93;42.62;28.93;-;28.93;30.43;28.93;27.36;29.08;-;28.93
May 6, 2017;4:00 PM;-;28.28;28.93;28.28;43.21;28.28;-;28.93;28.87;28.28;30.22;31.37;-;28.28
May 6, 2017;5:00 PM;-;31.02;31.02;31.02;46.61;31.02;-;30.37;30.57;31.02;31;32.08;-;31.02
May 6, 2017;6:00 PM;-;33.82;33.82;33.82;45.72;33.82;-;31.19;31.98;42;34.22;36.97;-;33.82
May 6, 2017;7:00 PM;-;37.94;37.94;37.94;45.21;37.94;-;31;34.6;37.94;37;41.37;-;37.94
May 6, 2017;8:00 PM;-;39.9;39.9;39.9;45;39.9;-;30.98;38.62;45;37.8;50.39;-;39.9
May 6, 2017;9:00 PM;-;39.5;39.5;39.5;39.5;39.5;-;31.72;38.33;39.5;36.33;42.99;-;39.5
May 6, 2017;10:00 PM;-;38.92;38.92;40.54;40.54;43.87;-;30.81;37.95;38.92;34;35.25;-;38.92
May 6, 2017;11:00 PM;-;33.93;33.93;37.85;37.85;45.5;-;30.17;37.87;33.93;30.99;31.91;-;33.93
May 7, 2017;12:00 AM;-;28.31;28.31;32.59;42.05;40.47;-;28.31;32.39;28.31;30.71;31.6;-;28.31
May 7, 2017;1:00 AM;-;26.73;26.73;29.42;37.99;34.19;-;26.73;33.09;26.73;27.99;27.99;-;26.73
May 7, 2017;2:00 AM;-;26.48;26.48;27.39;36.31;29;-;26.48;30.03;30;27.15;27.32;-;26.48
May 7, 2017;3:00 AM;-;26.17;26.17;26.88;34.32;28.17;-;26.17;29;30;26.05;27.18;-;26.17
May 7, 2017;4:00 AM;-;26.83;26.83;26.83;33.83;26.83;-;26.83;27.41;30;26.1;26.77;-;26.83
May 7, 2017;5:00 AM;-;26.25;26.25;25.81;36.31;27;-;26.25;27.55;26.25;25.2;26.07;-;26.25
May 7, 2017;6:00 AM;-;25.43;25.43;25.22;33.31;25.81;-;25.43;25.58;25.43;25.01;25.01;-;25.43
May 7, 2017;7:00 AM;-;26.66;26.66;26.19;30;27.46;-;26.66;26;26.66;27.15;28.15;-;26.66
May 7, 2017;8:00 AM;-;28.66;28.66;28.66;28.66;28.66;-;28.66;26.87;28.66;29.1;36.95;-;28.66
May 7, 2017;9:00 AM;-;30.06;30.06;30.06;30.06;30.06;-;30.06;28.98;30.06;31.76;38.87;-;30.06
May 7, 2017;10:00 AM;-;30.33;30.33;30.33;30.33;30.33;-;30.33;31.03;30.33;32;38.12;-;30.33
May 7, 2017;11:00 AM;-;30.18;30.18;30.18;30.18;30.18;-;30.18;30.96;30.18;32.31;36.1;-;30.18
May 7, 2017;12:00 PM;-;29.5;29.5;29.69;28.61;30.48;-;29.5;31.29;29.5;30.28;34.81;-;29.5
May 7, 2017;1:00 PM;-;28.53;28.53;27.54;23;29.47;-;28.53;30.45;27.06;26;28.15;-;27.06
May 7, 2017;2:00 PM;-;27.31;27.31;24;23.14;28.21;-;27.31;26.72;24;24.2;24.4;-;24
May 7, 2017;3:00 PM;-;26.88;26.88;23.04;23.04;26.24;-;26.88;22.66;24.15;23.3;25.53;-;24.15
May 7, 2017;4:00 PM;-;26.68;26.68;25.33;26.15;25.83;-;26.68;21.46;26.15;23.78;27.96;-;25.51
May 7, 2017;5:00 PM;-;27.4;27.48;27.4;36.32;27.4;-;27.48;21.25;27.4;25.92;27.97;-;27.4
May 7, 2017;6:00 PM;-;29.8;29.8;30.11;40.62;31;-;29.8;26.04;29.8;28.17;30.42;-;29.8
May 7, 2017;7:00 PM;-;31.18;31.18;34.64;44.32;34.86;-;30.43;29.33;40.1;31.5;36.95;-;31.18
May 7, 2017;8:00 PM;-;31.1;31.1;32.13;49.38;32.13;-;31.1;34.3;49.38;33;46.46;-;32.13
May 7, 2017;9:00 PM;-;31.24;31.24;43.99;50.28;44.72;-;31.24;36.31;50.28;33.1;42.05;-;32.01
May 7, 2017;10:00 PM;-;31.26;31.26;44.53;45.79;66.26;-;30.51;37.36;31.26;32.9;33.96;-;31.26
May 7, 2017;11:00 PM;-;27;27;43.88;45.77;43.58;-;27;38.02;27;27.38;28.55;-;27
May 8, 2017;12:00 AM;-;27.25;26.83;27.48;43;27.48;-;26.83;35.71;27.48;27.22;27.22;-;27.48
May 8, 2017;1:00 AM;-;26.1;26.1;26.1;38.57;26.1;-;25.47;31.09;26.1;23.4;23.57;-;26.1
May 8, 2017;2:00 AM;-;24.96;24.96;25.81;36.62;25.81;-;24.96;27.96;25.81;21.7;21.7;-;25.81
May 8, 2017;3:00 AM;-;24.14;24.14;24.78;36.32;25.01;-;24.14;25.86;24.73;21.7;21.7;-;24.73
May 8, 2017;4:00 AM;-;24.54;24.54;25.14;38;25.14;-;24.54;24.69;25.14;22.06;22.06;-;25.14
May 8, 2017;5:00 AM;-;27.24;27.24;28.1;36.32;28.57;-;27.24;24.15;27.91;24.87;25.79;-;27.91
May 8, 2017;6:00 AM;-;30.01;30.01;32;39.59;32;-;30.01;28.6;39.59;30.67;37.68;-;32
May 8, 2017;7:00 AM;-;30.8;30.8;36.06;48.85;36.06;-;30.8;33.46;47;36.23;44.88;-;36.06
May 8, 2017;8:00 AM;-;31.5;31.5;40.02;51.83;40.02;-;31.5;39.6;51.83;40.05;47.04;-;40.02
May 8, 2017;9:00 AM;-;31.75;31.75;40.85;51.02;44.9;-;31.75;40.83;51.02;38.6;47.07;-;39.93
May 8, 2017;10:00 AM;-;31.71;31.71;42.29;50.2;48.8;-;31.71;40.14;50.2;36.4;46.45;-;38.97
May 8, 2017;11:00 AM;-;31.4;31.4;41.96;49.55;46.62;-;31.4;41.1;49.55;36.5;44.87;-;39.98
May 8, 2017;12:00 PM;-;31.18;31.18;42;42;43.48;-;31.18;39.94;42;33.15;42.09;-;40.55
May 8, 2017;1:00 PM;-;31.05;31.05;39.69;41.92;42.7;-;31.05;34.92;41.92;30.95;41.35;-;36.74
May 8, 2017;2:00 PM;-;30.9;30.9;32.06;50.2;32.06;-;30.9;35.4;50.2;29.1;41.39;-;32.06
May 8, 2017;3:00 PM;-;30.56;30.56;31.44;50.5;31.44;-;30.56;35.45;50.5;28.95;43.57;-;31.44
May 8, 2017;4:00 PM;-;30.3;30.3;31.05;50.5;31.05;-;30.3;34.27;50.5;28.45;45.03;-;31.05
May 8, 2017;5:00 PM;-;31.12;31.12;32.41;51.02;32.41;-;31.12;34.1;51.02;32.39;44.17;-;32.41
May 8, 2017;6:00 PM;-;31.41;31.41;34;51.02;34;-;31.41;34.26;51.02;34.66;44.51;-;34
May 8, 2017;7:00 PM;-;32.01;32.01;38.8;52.87;38.8;-;32.01;36.4;52.87;37.6;47.85;-;38.8
May 8, 2017;8:00 PM;-;32.83;32.83;37.62;58.01;37.62;-;32.83;38.98;58.01;38.77;53.15;-;37.62
May 8, 2017;9:00 PM;-;33.88;33.88;37.99;56.12;37.99;-;33.88;39.1;47;38.1;47.03;-;37.99
May 8, 2017;10:00 PM;-;32.99;32.99;35.07;50.76;35.07;-;32.99;43.03;35.07;34.92;36.95;-;35.07
May 8, 2017;11:00 PM;-;31.81;31.81;32.44;45.68;32.44;-;30.97;42.16;32.44;30.08;30.08;-;32.44
May 9, 2017;12:00 AM;-;30.5;30.5;30.81;33.98;30.81;-;30.5;43.04;30.81;31.62;31.62;-;30.81
May 9, 2017;1:00 AM;-;29.83;29.83;30.65;31.98;30.81;-;29.83;36.68;30.56;31.03;31.03;-;30.56
May 9, 2017;2:00 AM;-;29.24;29.24;29.5;29.99;29.5;-;29.24;35.7;29.5;30.5;30.5;-;29.5
May 9, 2017;3:00 AM;-;28.94;28.94;28.94;32.21;28.94;-;28.94;33.93;28.94;30.71;30.71;-;28.94
May 9, 2017;4:00 AM;-;29.9;29.9;29.9;32.45;29.9;-;29.74;31.39;29.9;30.91;31.24;-;29.9
May 9, 2017;5:00 AM;-;32.07;32.07;32.07;34.8;32.07;-;31.04;32.27;32.07;34;36.73;-;32.07
May 9, 2017;6:00 AM;-;39.93;39.93;42.83;42.83;42.83;-;32.96;35.64;42.83;45;45.06;-;42.83
May 9, 2017;7:00 AM;-;45.3;45.3;50.45;50.45;50.45;-;39.36;43.41;50.45;49.92;53.9;-;50.45
May 9, 2017;8:00 AM;-;46.47;46.47;54.99;54.99;54.99;-;42.99;50.11;54.99;51.25;55.06;-;54.99
May 9, 2017;9:00 AM;-;45.04;45.04;48.65;49.49;48.65;-;43.9;51.82;49.49;48.82;55.06;-;48.65
May 9, 2017;10:00 AM;-;42.1;42.1;44.75;45.1;44.75;-;42.1;50.74;45.1;45.7;52.84;-;44.75
May 9, 2017;11:00 AM;-;42.11;42.11;43.83;44;43.83;-;42.11;48.1;44.1;43.4;54.05;-;43.83
May 9, 2017;12:00 PM;-;39.65;39.65;40.63;40.63;40.63;-;39.65;46.82;47.5;40.62;52.57;-;40.63
May 9, 2017;1:00 PM;-;38;38;38;38.69;38;-;38;43.55;47.5;40;48.98;-;38
May 9, 2017;2:00 PM;-;35.57;35.57;35.57;40.62;35.57;-;35.57;42.93;42;36;48.17;-;35.57
May 9, 2017;3:00 PM;-;35.34;35.34;36.2;41.88;36.2;-;35.34;42.09;41.88;35.56;47.94;-;36.2
May 9, 2017;4:00 PM;-;33.34;33.34;34.44;45.01;34.44;-;33.34;39.71;45.01;36.82;47.97;-;34.44
May 9, 2017;5:00 PM;-;34.55;34.55;39.64;45.07;39.64;-;34.55;40.04;45.07;38.6;46.55;-;39.64
May 9, 2017;6:00 PM;-;34.12;34.12;44.9;46.26;44.9;-;34.12;40.92;46.26;41.9;48.09;-;44.9
May 9, 2017;7:00 PM;-;33.86;33.86;47.45;47.62;47.45;-;33.86;44.76;47.62;44.41;51.55;-;47.45
May 9, 2017;8:00 PM;-;34.9;34.9;49.12;49.12;49.12;-;34.9;46.15;49.12;45.12;58.59;-;49.12
May 9, 2017;9:00 PM;-;35.35;35.35;46.93;46.93;46.93;-;35.35;45.66;46.93;43.6;52.57;-;46.93
May 9, 2017;10:00 PM;-;34.15;34.15;43.05;45.02;40.95;-;34.15;45.06;45.02;39.44;45.09;-;39.9
May 9, 2017;11:00 PM;-;31.77;31.77;36.68;41.33;34.06;-;31.77;45.02;38.06;34;39.06;-;34.06
May 10, 2017;12:00 AM;-;31.29;31.29;33.26;34.51;32.33;-;31.29;41.19;32.06;31;31;-;32.06
May 10, 2017;1:00 AM;-;30.62;30.62;33.54;34.51;31.63;-;30.62;37.12;30.99;29.57;29.57;-;30.99
May 10, 2017;2:00 AM;-;30.27;30.27;32.85;33.99;31;-;30.27;34.93;30.75;29.14;29.14;-;30.75
May 10, 2017;3:00 AM;-;30.31;30.31;30.72;30.72;30.72;-;30.31;33.26;30.72;27.93;27.93;-;30.72
May 10, 2017;4:00 AM;-;30.77;30.77;31.03;31.03;31.03;-;30.77;31.9;31.03;29.14;29.14;-;31.03
May 10, 2017;5:00 AM;-;32.39;32.39;34.51;34.51;33.46;-;32.39;31.33;33.11;30.5;30.89;-;33.11
May 10, 2017;6:00 AM;-;37.41;37.41;42.04;42.04;42.04;-;37.41;36.05;42.04;39.46;41.94;-;42.04
May 10, 2017;7:00 AM;-;43.39;43.39;49.98;49.98;49.98;-;43.39;41.61;49.98;45.37;53.97;-;49.98
May 10, 2017;8:00 AM;-;47.89;47.89;53.69;56.03;65.87;-;47.89;48.03;56.03;47.57;61.63;-;49.07
May 10, 2017;9:00 AM;-;42.93;42.93;47.98;52.47;58.85;-;42.93;49.47;52.47;42.8;62.5;-;43.86
May 10, 2017;10:00 AM;-;39.16;39.16;44.36;52.47;58.11;-;39.16;46.08;52.47;39.35;58.5;-;39.16
May 10, 2017;11:00 AM;-;39.22;39.22;41.05;47.06;45.89;-;39.22;44.95;47.06;38.23;55;-;39.22
May 10, 2017;12:00 PM;-;36.13;36.13;37.53;40.18;40.24;-;36.13;43.09;40.18;35.53;58.72;-;36.13
May 10, 2017;1:00 PM;-;36.12;36.12;37.02;40.54;38.89;-;36.12;40.62;49.2;33.9;56.74;-;36.12
May 10, 2017;2:00 PM;-;34.52;34.52;34.91;45.93;35.66;-;34.52;38.91;45.93;32.63;54.7;-;34.52
May 10, 2017;3:00 PM;-;34.12;34.12;34.12;47.06;34.12;-;34.12;34.98;47.06;33;55.32;-;34.12
May 10, 2017;4:00 PM;-;35.01;35.01;35.01;47.47;35.01;-;35.01;34.9;47.47;34.34;56.24;-;35.01
May 10, 2017;5:00 PM;-;41.08;41.08;41.08;49.46;41.08;-;40.27;34.08;49.46;39.04;56.5;-;41.08
May 10, 2017;6:00 PM;-;44.01;44.01;44.01;49.45;44.01;-;41.06;40.05;49.45;44.55;55.71;-;44.01
May 10, 2017;7:00 PM;-;48.04;48.04;48.04;49.1;48.04;-;42.64;46;49.1;49.85;62.67;-;48.04
May 10, 2017;8:00 PM;-;47.35;47.35;47.35;51;47.35;-;39.7;49.11;51;50.92;69.28;-;47.35
May 10, 2017;9:00 PM;-;48.04;48.04;48.04;48.04;48.04;-;39.52;50.09;48.04;48.3;58.94;-;48.04
May 10, 2017;10:00 PM;-;42.64;42.64;42.94;45.46;42.94;-;36.91;48.01;45.46;41.9;50.59;-;42.94
May 10, 2017;11:00 PM;-;32.6;32.6;36.72;45.44;33.85;-;32.6;42.76;45.44;27.95;46.91;-;32.6
May 11, 2017;12:00 AM;-;31.16;31.16;31.16;38.61;31.16;-;31.16;36.29;38.61;33.85;43.97;-;31.16
May 11, 2017;1:00 AM;-;30.41;30.41;30.41;34.8;30.41;-;30.41;32.84;34.8;32.5;35.05;-;30.41
May 11, 2017;2:00 AM;-;29.5;29.5;29.5;34.5;29.5;-;29.5;31.58;30.7;32.13;32.21;-;29.5
May 11, 2017;3:00 AM;-;29.26;29.26;29.17;34.49;29.17;-;29.26;31.12;30.5;31.7;31.77;-;29.17
May 11, 2017;4:00 AM;-;29.59;29.59;29.59;34.5;29.59;-;29.59;30.43;34.5;32;32.58;-;29.59
May 11, 2017;5:00 AM;-;30.89;30.89;30.89;35.5;30.89;-;30.89;31.02;34.15;33.8;40.24;-;30.89
May 11, 2017;6:00 AM;-;34.91;34.91;34.91;40.15;34.91;-;34.91;33.77;40.15;40.4;45.98;-;34.91
May 11, 2017;7:00 AM;-;43.1;43.1;43.1;48.1;43.1;-;43.1;40.1;48.1;46.79;53.41;-;43.1
May 11, 2017;8:00 AM;-;44.49;44.49;44.49;55.65;44.49;-;44.49;46.45;45.9;47.6;53.01;-;44.49
May 11, 2017;9:00 AM;-;41.93;41.93;46.32;52.01;46.16;-;41.93;48.44;41.94;43.9;49.5;-;41.93
May 11, 2017;10:00 AM;-;38.54;38.54;44.68;50.37;44.45;-;38.54;45.27;38.54;40.6;46.23;-;38.54
May 11, 2017;11:00 AM;-;37.47;37.47;43.07;46.91;42.85;-;37.47;43.33;46.91;39.7;43.93;-;37.47
May 11, 2017;12:00 PM;-;36.03;36.03;39.43;45;39.26;-;36.03;41.8;45;36.9;41.09;-;35.32
May 11, 2017;1:00 PM;-;35.23;35.23;36.4;45.62;39.9;-;35.23;39.27;45.62;35.54;41.98;-;34.38
May 11, 2017;2:00 PM;-;33.01;33.44;34.93;48.5;38.9;-;33.44;37.35;48.5;33.6;44.31;-;32.64
May 11, 2017;3:00 PM;-;33.82;33.82;33.82;50;33.82;-;33.82;35.31;50;34.43;45.27;-;33.82
May 11, 2017;4:00 PM;-;33.19;33.19;33.4;49;33.79;-;33.19;34.62;49;35;44.21;-;33.19
May 11, 2017;5:00 PM;-;34.8;34.8;37.45;46.99;42.29;-;34.8;35.06;46.99;37.7;46;-;34.8
May 11, 2017;6:00 PM;-;35.75;35.75;38.95;46.62;43.1;-;35.75;38.25;42.2;40.2;45.27;-;35.75
May 11, 2017;7:00 PM;-;34.94;34.94;40.69;45.47;44.24;-;34.94;40.44;34.94;42.99;46.92;-;34.94
May 11, 2017;8:00 PM;-;33.11;32.98;36.4;45.37;38.26;-;32.98;42.16;45.37;41.07;51.33;-;33.11
May 11, 2017;9:00 PM;-;31.5;31.64;35.29;46.99;40.2;-;31.64;40.06;32;37.9;45.27;-;31.5
May 11, 2017;10:00 PM;-;30.52;30.52;42.07;45;50.54;-;30.52;40.47;31.91;32.42;41.09;-;27.6
May 11, 2017;11:00 PM;-;28.76;28.76;38.51;40.12;43.75;-;28.76;41.52;30.1;26.18;31.3;-;26.01
May 12, 2017;12:00 AM;-;29.88;29.88;38.24;38.24;41.46;-;29.88;37.25;38.24;24.01;28.55;-;26.05
May 12, 2017;1:00 AM;-;27.99;27.99;29.43;36.32;28;-;27.99;29.9;36.32;24;26.16;-;27.23
May 12, 2017;2:00 AM;-;27.46;27.46;27.49;30.93;28.2;-;27.46;27.42;27.29;23.82;23.82;-;27.29
May 12, 2017;3:00 AM;-;27.27;27.27;27.41;30.95;28;-;27.27;25.69;27.27;24;24;-;27.27
May 12, 2017;4:00 AM;-;27.08;27.08;27.08;30.94;27.08;-;27.09;24.6;27.08;24;25.86;-;27.08
May 12, 2017;5:00 AM;-;29;29.96;29;31.83;29;-;29.96;25.03;29;26.28;27.97;-;29
May 12, 2017;6:00 AM;-;33.1;33.1;34.37;38.78;34.37;-;33.1;27.42;34.37;33.6;35.1;-;34.37
May 12, 2017;7:00 AM;-;32.49;36.38;42.14;42.93;42.4;-;36.38;31.96;42.93;40.5;45.99;-;41.95
May 12, 2017;8:00 AM;-;31.99;41.16;48.18;50;51.49;-;41.16;39.94;50;42.9;50.08;-;43.91
May 12, 2017;9:00 AM;-;31.45;36.38;46.81;46.81;50.9;-;36.38;41.36;45.1;41.6;44.17;-;42
May 12, 2017;10:00 AM;-;31.07;34.96;44.35;44.35;46.88;-;34.96;41.53;44.35;40;41.78;-;42.95
May 12, 2017;11:00 AM;-;30.87;35.03;43.16;43.16;45.5;-;35.03;40.09;43.16;39.37;41.25;-;42.02
May 12, 2017;12:00 PM;-;30.68;35.16;38.3;38.3;43;-;35.16;39.5;38.3;37.6;39.59;-;36.03
May 12, 2017;1:00 PM;-;30.59;31.62;37.46;37.46;42.07;-;31.62;35.71;37.46;35;39.27;-;31.62
May 12, 2017;2:00 PM;-;30.6;30.86;33.43;38.52;38.69;-;30.86;34.27;38.52;33.4;40.7;-;30.86
May 12, 2017;3:00 PM;-;30.45;30.45;32.16;41.06;35.51;-;30.45;32.3;41.06;34;41.65;-;30.45
May 12, 2017;4:00 PM;-;30.51;30.51;31.43;43;31.52;-;30.51;31.72;43;34.3;42.24;-;31.38
May 12, 2017;5:00 PM;-;31.21;31.21;36.46;44;36.46;-;31.21;31.98;44;36.3;42.26;-;36.46
May 12, 2017;6:00 PM;-;31.43;31.43;40.65;41.96;40.65;-;31.43;35;41.96;38.32;38.32;-;40.65
May 12, 2017;7:00 PM;-;31.45;31.45;42;42;42;-;31.45;38.59;42;40.5;40.87;-;42
May 12, 2017;8:00 PM;-;31.3;31.3;42.62;42.62;42.62;-;31.3;40.07;42.62;40.83;47.85;-;42.62
May 12, 2017;9:00 PM;-;31.31;31.31;42.93;42.93;42.93;-;31.31;40.09;42.93;39.15;44.41;-;42.93
May 12, 2017;10:00 PM;-;30.8;30.8;42.93;42.93;42.93;-;30.8;39.05;42.93;37.08;42.52;-;42.93
May 12, 2017;11:00 PM;-;30.2;30.2;36.59;39.24;38.04;-;30.2;38.72;39.24;33.56;40.46;-;35.91
May 13, 2017;12:00 AM;-;29.42;29.42;39;46;29.9;-;29.42;35.23;46;34;43.38;-;29.9
May 13, 2017;1:00 AM;-;28.95;28.95;31.09;45;29.66;-;28.95;35.09;45;30.28;42.03;-;29.66
May 13, 2017;2:00 AM;-;28.72;28.72;29.05;39.69;29.05;-;28.72;31.91;39.69;30;37.97;-;29.05
May 13, 2017;3:00 AM;-;28.52;28.52;28.52;39.08;28.52;-;28.52;30.93;39.08;30;36;-;28.52
May 13, 2017;4:00 AM;-;28.12;28.12;28.12;39.19;28.12;-;28.12;29.93;39.19;29.7;36;-;28.12
May 13, 2017;5:00 AM;-;28.73;28.73;28.73;38.02;28.73;-;28.73;29.53;38.02;29.49;38;-;28.73
May 13, 2017;6:00 AM;-;29.05;29.05;29.05;37.18;29.05;-;29.05;29.7;40;30.7;50.03;-;29.05
May 13, 2017;7:00 AM;-;30.17;30.17;30.91;41.15;30.91;-;30.17;31.28;50.1;32.2;62;-;30.91
May 13, 2017;8:00 AM;-;32.21;32.21;35.02;43.96;35.02;-;32.21;32.56;43.96;35.36;69.22;-;35.02
May 13, 2017;9:00 AM;-;33.28;33.28;35.45;46.03;35.45;-;33.28;35.78;46.03;35.6;65.27;-;35.45
May 13, 2017;10:00 AM;-;31.97;31.97;32;46.32;32;-;31.97;35.79;46.32;35;61.09;-;32
May 13, 2017;11:00 AM;-;31.04;31.04;31.04;40.15;31.04;-;31.04;33.93;40.15;33.6;54.28;-;31.04
May 13, 2017;12:00 PM;-;30.28;30.28;30.5;36.69;31;-;30.28;32.31;36.69;32.9;51;-;30.28
May 13, 2017;1:00 PM;-;28.75;29.14;28.75;35;28.75;-;29.14;31.56;38.6;30.6;48.13;-;28.75
May 13, 2017;2:00 PM;-;28.44;28.44;27.23;35;27.53;-;28.44;30.07;35;28.68;47.5;-;27.09
May 13, 2017;3:00 PM;-;27.34;28.48;27.22;36.39;27.57;-;28.48;27.44;36.39;28.58;44.39;-;27.07
May 13, 2017;4:00 PM;-;27.44;28.88;27.44;40;27.44;-;28.88;26.89;40;28.97;45.83;-;27.44
May 13, 2017;5:00 PM;-;29.9;29.9;29.9;41.15;29.9;-;29.9;27.64;41.15;31.2;50.32;-;29.9
May 13, 2017;6:00 PM;-;34.79;34.79;34.79;43.87;34.79;-;32.2;30.88;43.87;34.18;50.32;-;34.79
May 13, 2017;7:00 PM;-;32.42;32.42;40;46.57;40;-;32.42;34.79;46.57;38.8;50.32;-;40
May 13, 2017;8:00 PM;-;31.85;31.85;41.91;45.99;41.91;-;31.85;39.04;45.99;40;63.07;-;41.91
May 13, 2017;9:00 PM;-;31.66;31.66;41.88;46.95;41.88;-;31.66;41.04;46.95;40;53.1;-;41.88
May 13, 2017;10:00 PM;-;31.4;31.4;40;46.03;40;-;31.4;40.79;46.03;38.4;44.65;-;40
May 13, 2017;11:00 PM;-;30.34;30.34;31.16;44.54;31.34;-;30.34;39.5;44.54;34.3;40.99;-;31.08
May 14, 2017;12:00 AM;-;27.66;27.66;27.96;44.03;28.66;-;27.66;35.48;27.66;30.77;31.62;-;27.66
May 14, 2017;1:00 AM;-;26.54;26.54;27.26;39.77;28.87;-;26.54;31.54;26.54;28;28.35;-;26.54
May 14, 2017;2:00 AM;-;25.65;25.65;25.77;38.02;26.05;-;25.65;28.95;25.65;26.82;26.82;-;25.65
May 14, 2017;3:00 AM;-;25.63;25.63;25.63;37.75;25.63;-;25.63;28.01;25.63;25.8;26.18;-;25.63
May 14, 2017;4:00 AM;-;25.82;25.82;25.2;36.69;25.2;-;25.82;26.03;25.2;26.47;26.47;-;25.2
May 14, 2017;5:00 AM;-;25.83;25.83;25;38.85;25;-;25.83;26.42;25;25.78;26.03;-;25
