Date;Time of day;Germany/Luxembourg[Euro/MWh];Denmark 1[Euro/MWh];Denmark 2[Euro/MWh];France[Euro/MWh];Northern Italy[Euro/MWh];Netherlands[Euro/MWh];Poland[Euro/MWh];Sweden 4[Euro/MWh];Switzerland[Euro/MWh];Slovenia[Euro/MWh];Czech Republic[Euro/MWh];Hungary[Euro/MWh];Austria[Euro/MWh];Germany/Austria/Luxembourg[Euro/MWh]
Jan 4, 2017;12:00 AM;-;0.11;0.11;62.69;62.36;28.9;16.38;25.93;55.6;62.36;9.45;56.02;-;8.5
Jan 4, 2017;1:00 AM;-;-0.05;-0.05;56.04;56.04;28.88;16.33;25.41;53.59;56.04;15.99;42.5;-;-0.05
Jan 4, 2017;2:00 AM;-;-6.27;-6.27;54.1;54.1;28.68;16.32;25.35;52.67;54.1;15.99;34.03;-;-6.27
Jan 4, 2017;3:00 AM;-;-5.09;-5.09;52;52;28.67;16.33;25.45;52.48;52;12.19;34;-;-5.09
Jan 4, 2017;4:00 AM;-;0.06;0.06;51.36;51.36;28.52;16.35;25.97;52.7;51.36;9.42;33.25;-;0.06
Jan 4, 2017;5:00 AM;-;10.55;10.55;53.02;53.02;28.79;17.22;27.87;53.44;53.02;9.5;37.22;-;10.55
Jan 4, 2017;6:00 AM;-;10.98;12.55;62.4;62.4;31.33;23.69;28.92;61.08;62.4;25.23;57.3;-;10.98
Jan 4, 2017;7:00 AM;-;30.65;30.65;72.32;68;32.6;30.65;30.65;69.05;68;40.83;59.68;-;31.63
Jan 4, 2017;8:00 AM;-;30.44;32.13;73.01;73.01;42;30.75;32.13;71.12;73.01;45;63.86;-;34.94
Jan 4, 2017;9:00 AM;-;30.44;33.27;73;73;44;33.65;33.27;71.38;73;36.13;64.65;-;33.27
Jan 4, 2017;10:00 AM;-;30.57;33.52;72.85;72.85;44;33.63;33.52;72.15;72.85;36.48;69.73;-;33.52
Jan 4, 2017;11:00 AM;-;30.62;33.93;72.51;72.51;44;35.87;33.93;71.06;72.51;35.1;69.63;-;34.81
Jan 4, 2017;12:00 PM;-;30.75;33.93;71.72;66.42;39.94;35.24;33.93;70.61;66.42;35.27;68.07;-;35.08
Jan 4, 2017;1:00 PM;-;30.68;33.94;71.59;69.16;39.9;36.53;33.94;69.94;69.16;35.5;61.22;-;35.88
Jan 4, 2017;2:00 PM;-;30.73;34.15;69;69;38.09;34.15;34.15;67.68;69;37;60.34;-;36.03
Jan 4, 2017;3:00 PM;-;30.84;35.3;67.13;67.13;39.94;35.3;35.3;67.4;67.13;39.9;61.22;-;36.17
Jan 4, 2017;4:00 PM;-;31.22;36.28;68.26;68.26;44.94;37.7;36.28;69.05;68.26;49.52;63.86;-;36.58
Jan 4, 2017;5:00 PM;-;31.47;36.81;72.15;72.15;66.01;37.79;36.81;72.05;72.15;55.3;79.91;-;46.95
Jan 4, 2017;6:00 PM;-;31.29;35.55;76.8;76.8;49.45;37.45;35.55;72.96;76.8;50.52;67.2;-;49.45
Jan 4, 2017;7:00 PM;-;31.15;34.5;76.16;71.01;48.37;37.44;34.5;71.07;71.01;50;63.86;-;48.37
Jan 4, 2017;8:00 PM;-;31.03;33.89;72.48;69.84;38.02;36.93;33.89;66.51;69.84;41.6;59.68;-;38.02
Jan 4, 2017;9:00 PM;-;30.96;33.02;66.16;64.74;34.55;33.02;33.02;65.08;64.74;37;51.42;-;34.55
Jan 4, 2017;10:00 PM;-;30.87;32.33;64.98;62.36;33.33;32.33;32.33;63.08;62.36;34.54;46.02;-;33.33
Jan 4, 2017;11:00 PM;-;30.44;30.44;61.95;61.95;32.05;29.86;30.44;60.55;60.62;28.5;38.64;-;32.05
Jan 5, 2017;12:00 AM;-;30.51;30.51;51.22;51.22;42.7;23.44;30.51;57.96;51.22;34.2;34.2;-;36.07
Jan 5, 2017;1:00 AM;-;30.23;30.23;48.41;48.41;36.32;23.11;30.23;53.99;48.41;33.5;33.5;-;36.32
Jan 5, 2017;2:00 AM;-;30;30;50;50;30.99;23.04;30;52.07;50;31.78;31.78;-;30.99
Jan 5, 2017;3:00 AM;-;30.06;30.06;47.46;47.46;31.06;23.04;30.06;51.01;47.46;31.49;31.49;-;30.97
Jan 5, 2017;4:00 AM;-;30.61;30.61;42.34;42.34;35.64;24.37;30.61;48.29;42.34;33.98;33.98;-;35.64
Jan 5, 2017;5:00 AM;-;28.96;32.45;45.18;45.18;35.73;26.91;32.45;49.8;45.18;36.97;36.97;-;35.73
Jan 5, 2017;6:00 AM;-;33.82;34.87;54.09;54.09;39.03;29.96;34.87;58.4;54.09;55;55.34;-;39.03
Jan 5, 2017;7:00 AM;-;37.21;42.07;66.21;65.03;41.27;31.69;42.07;67.36;65.03;60;62.2;-;51.7
Jan 5, 2017;8:00 AM;-;38.98;43.38;69.7;68.91;57.98;36.87;43.38;70.64;68.91;65.08;65.08;-;57.98
Jan 5, 2017;9:00 AM;-;39.01;42.04;72.6;70.49;54.11;42.04;42.04;69.98;70.49;59;66.25;-;54.11
Jan 5, 2017;10:00 AM;-;43.04;43.04;73.03;71.54;53.13;43.04;43.04;69.35;71.54;57;65.5;-;53.13
Jan 5, 2017;11:00 AM;-;44.54;44.54;72.6;70.2;50.06;44.54;44.54;69.25;70.2;55.6;66.41;-;50.06
Jan 5, 2017;12:00 PM;-;44.56;44.56;72.54;65;49.97;44.56;44.56;66.28;65;55;66.09;-;49.97
Jan 5, 2017;1:00 PM;-;44.66;44.66;71.51;63.17;49;44.66;44.66;66.69;63.17;56;66.23;-;48.84
Jan 5, 2017;2:00 PM;-;44.99;44.99;71.1;67;50.99;44.99;44.99;66.05;67;56;65.74;-;50.99
Jan 5, 2017;3:00 PM;-;56.1;56.1;70.51;70.51;57.48;44.95;56.1;65.92;70.51;58.75;68.43;-;57.48
Jan 5, 2017;4:00 PM;-;69.7;69.7;69.7;69.7;69.7;49.86;69.7;67.08;69.7;65.7;68.13;-;69.7
Jan 5, 2017;5:00 PM;-;73.92;73.92;74.31;73.92;74.8;68.95;73.92;73.6;73.92;72.91;72.91;-;73.92
Jan 5, 2017;6:00 PM;-;71.99;71.99;96.93;69.2;126.6;50.02;71.99;73.08;73.76;70.89;70.89;-;73.76
Jan 5, 2017;7:00 PM;-;50.08;50.08;89.53;65.15;65.15;49.7;50.08;70.03;65.15;67.01;67.74;-;65.15
Jan 5, 2017;8:00 PM;-;44.89;44.89;73.69;64.24;64.24;44.89;44.89;66.49;64.24;58;60.65;-;64.24
Jan 5, 2017;9:00 PM;-;42.05;42.05;71.68;63.3;43.09;42.05;42.05;63;63.3;47.7;47.7;-;43.09
Jan 5, 2017;10:00 PM;-;37.22;37.22;66.76;62.6;43.12;36.76;37.22;60.79;62.6;47.43;47.43;-;53.11
Jan 5, 2017;11:00 PM;-;33.53;34.65;69.2;65.51;37.08;34.64;34.65;60.51;56;39;39;-;37.08
Jan 6, 2017;12:00 AM;-;35.84;35.84;59.58;54.42;40.84;31.25;35.84;57.04;40.84;40.68;40.68;-;40.84
Jan 6, 2017;1:00 AM;-;35.54;35.54;53.98;53.28;37.23;30.98;35.54;51.57;41.15;40.1;40.1;-;41.15
Jan 6, 2017;2:00 AM;-;34.59;34.59;52.11;50.85;37.44;30.97;34.59;48.88;43.77;38.5;38.5;-;43.77
Jan 6, 2017;3:00 AM;-;34.28;34.28;48.14;48.14;38;31.22;34.28;45.37;39.97;37.36;37.36;-;39.97
Jan 6, 2017;4:00 AM;-;34.16;34.16;46.74;46.74;36.06;31.38;34.16;44.51;40.81;37.4;37.4;-;40.81
Jan 6, 2017;5:00 AM;-;32.59;32.59;48.41;48.41;38.87;31.32;32.59;46.68;43.04;40.1;40.1;-;43.04
Jan 6, 2017;6:00 AM;-;34.32;34.32;53.29;53.29;39.46;22.8;34.32;53.06;45.37;48.52;48.52;-;45.37
Jan 6, 2017;7:00 AM;-;33.97;49.49;73.28;62;49.49;25.12;48.3;60.64;49.49;58.8;58.8;-;49.49
Jan 6, 2017;8:00 AM;-;34;59.92;86.03;59.92;53.09;28.65;58.48;63.02;59.92;61.54;61.54;-;59.92
Jan 6, 2017;9:00 AM;-;32.5;60;76.14;60;66.47;34.05;34.05;62.98;60;60;60;-;60
Jan 6, 2017;10:00 AM;-;31.98;60.04;72.86;63.1;64.94;34.55;58.6;62.68;60.04;58.73;58.73;-;60.04
Jan 6, 2017;11:00 AM;-;31.45;57.7;75.08;59.55;57.7;34.58;56.31;62.66;57.7;57.02;57.02;-;57.7
Jan 6, 2017;12:00 PM;-;31.27;45.83;84.9;62;52.86;34.92;34.92;62.04;62;55.96;55.96;-;52.86
Jan 6, 2017;1:00 PM;-;30.86;45.78;70.99;54.51;54.99;38.82;38.82;61.63;54.51;53.57;53.57;-;50.05
Jan 6, 2017;2:00 PM;-;30.8;35.49;68.53;63.1;53.01;35.49;35.49;61.37;50.94;54.04;54.04;-;50.94
Jan 6, 2017;3:00 PM;-;30.57;36.24;65.62;62.61;52.4;36.24;36.24;61.61;54.04;57.7;57.7;-;54.04
Jan 6, 2017;4:00 PM;-;30.59;56.14;66.21;63.1;55.06;40.74;56.14;65.03;57.52;65.17;65.17;-;57.52
Jan 6, 2017;5:00 PM;-;30.9;55.62;71.01;71.01;66.82;41.89;55.62;68.07;64.91;71.3;71.3;-;64.91
Jan 6, 2017;6:00 PM;-;30.71;41.47;169.32;72.3;49;41.47;41.47;67.26;59.92;67.69;67.69;-;59.92
Jan 6, 2017;7:00 PM;-;30.37;35.65;107.85;79.9;40;35.65;35.65;63.82;57.99;61.92;61.92;-;57.99
Jan 6, 2017;8:00 PM;-;30.28;32.13;85.17;72;43.01;32.13;32.13;61.62;50;50.97;50.97;-;43.68
Jan 6, 2017;9:00 PM;-;30.08;31.56;78.07;69.01;38.04;31.56;31.56;59.08;50;40.01;40.45;-;38.46
Jan 6, 2017;10:00 PM;-;29.81;30.18;78.57;63.1;42;30.21;30.18;59.74;63.1;37.34;39.22;-;40.94
Jan 6, 2017;11:00 PM;-;29.01;29.01;106.13;63.1;39.64;-;29.01;59.1;53;31.8;35.2;-;35.89
Jan 7, 2017;12:00 AM;-;29.35;29.35;66;53.26;32.27;-;29.35;61.15;36.83;36;43.67;-;36.83
Jan 7, 2017;1:00 AM;-;27.32;28.88;60;52.05;32.14;-;28.88;59.81;34.37;33.5;35.96;-;34.37
Jan 7, 2017;2:00 AM;-;26.98;28.28;55.95;51.05;29.22;28.28;28.28;56;33.84;34.5;34.5;-;33.84
Jan 7, 2017;3:00 AM;-;26.93;27.84;52;52;28.76;27.84;27.84;51.67;33.83;34;34;-;33.83
Jan 7, 2017;4:00 AM;-;27.44;28.04;50.78;50.78;29.56;28.04;28.04;50.29;33.62;33.17;33.17;-;33.62
Jan 7, 2017;5:00 AM;-;28.64;28.64;50.74;50.74;29.59;28.64;28.64;50.62;32.96;34;34;-;32.96
Jan 7, 2017;6:00 AM;-;29.1;29.1;54.08;54.08;30.07;25.21;29.1;55.02;30.07;33.65;33.65;-;30.07
Jan 7, 2017;7:00 AM;-;29.49;29.49;56.28;56.28;28.55;29.49;29.49;58.75;33.58;34;35;-;33.58
Jan 7, 2017;8:00 AM;-;29.97;29.97;61.28;61.28;30.96;29.97;29.97;60.36;36.02;37.44;56.36;-;36.02
Jan 7, 2017;9:00 AM;-;30.51;30.72;67.2;65.7;36.86;31.39;30.72;62.91;55.51;40.91;60.54;-;36.86
Jan 7, 2017;10:00 AM;-;30.69;31.47;73.48;63.1;36.43;31.54;31.47;63.02;63.1;42;60.08;-;36.43
Jan 7, 2017;11:00 AM;-;30.74;31.9;70.69;65.7;49.94;31.9;31.9;62.05;65.7;43;59.03;-;39.01
Jan 7, 2017;12:00 PM;-;30.72;31.52;70.69;55.6;60.63;32.53;31.52;61.81;55.6;44.1;56.94;-;39.5
Jan 7, 2017;1:00 PM;-;30.7;31.32;63.73;61.9;57.44;32.58;31.32;60.45;61.9;41.15;53.92;-;39.02
Jan 7, 2017;2:00 PM;-;30.77;31.85;55.09;53.74;52.2;32.54;31.85;59.2;53.74;42.6;52.02;-;38.6
Jan 7, 2017;3:00 PM;-;30.92;32.83;53.26;53.26;50.47;32.83;32.83;58.92;53.26;46;56.16;-;39.28
Jan 7, 2017;4:00 PM;-;31.15;34.62;59.08;59.08;59.08;34.62;34.62;59.39;59.08;51.5;60.39;-;46.95
Jan 7, 2017;5:00 PM;-;31.43;35.32;69.99;69.99;69.76;35.32;35.32;64.55;69.99;57.9;65.28;-;57.01
Jan 7, 2017;6:00 PM;-;31.44;34.28;76.52;76.52;57.44;34.28;34.28;66.72;76.52;55.9;67.83;-;54.02
Jan 7, 2017;7:00 PM;-;31.18;33.35;78.28;78.28;64.94;33.35;33.35;66.01;78.28;50.6;66.5;-;46.92
Jan 7, 2017;8:00 PM;-;31.05;32.67;68.23;68;38.3;32.67;32.67;64.03;68;45.3;64.29;-;38.12
Jan 7, 2017;9:00 PM;-;30.96;32.55;60;60;37.44;32.67;32.55;59.99;60;41.55;60.08;-;35.09
Jan 7, 2017;10:00 PM;-;30.83;31.84;61.19;60;40.1;31.84;31.84;59.23;60;42.35;44.08;-;38.1
Jan 7, 2017;11:00 PM;-;30.6;30.6;66.09;63.1;35.02;30.6;30.6;58.86;47;35;38.16;-;34.53
Jan 8, 2017;12:00 AM;-;30.75;30.75;69.2;54.1;35.23;30.75;30.75;55.34;54.1;34.1;36.13;-;33.86
Jan 8, 2017;1:00 AM;-;30.64;30.64;61.07;52.41;34.92;30.64;30.64;53.38;34.14;33.5;33.5;-;34.14
Jan 8, 2017;2:00 AM;-;30.53;30.53;55.47;52.42;35.58;30.53;30.53;51.54;33.96;33.55;33.55;-;33.96
Jan 8, 2017;3:00 AM;-;30.54;30.54;50.22;50.22;36.47;30.54;30.54;46.1;50.22;32.7;32.7;-;35.01
Jan 8, 2017;4:00 AM;-;30.63;30.63;47.99;47.99;40.09;30.63;30.63;43.08;47.99;33;33;-;36.07
Jan 8, 2017;5:00 AM;-;30.7;30.7;48;48;37.76;30.7;30.7;44.04;48;34.17;34.17;-;36.07
Jan 8, 2017;6:00 AM;-;30.77;30.77;47.15;49.69;35.9;29.23;30.77;48.06;49.69;33.8;34.17;-;36.01
Jan 8, 2017;7:00 AM;-;30.58;30.58;50.13;50.13;37.71;30.58;30.58;49.49;50.13;34.3;51.5;-;35.37
Jan 8, 2017;8:00 AM;-;30.75;30.75;51.3;51.5;39.72;30.75;30.75;52.09;51.5;35.9;57.66;-;37.29
Jan 8, 2017;9:00 AM;-;31.09;31.09;54;54;42.6;32.7;31.09;54.28;54;40.5;60.13;-;39.15
Jan 8, 2017;10:00 AM;-;35.05;35.05;58.07;55;55.02;35.05;35.05;56.3;55;44;61.02;-;41.25
Jan 8, 2017;11:00 AM;-;27.87;35.51;61.28;56.2;51.93;35.51;35.51;57.91;56.2;46.34;61.88;-;51.93
Jan 8, 2017;12:00 PM;-;30.96;37.61;67.1;55.1;45.37;37.61;37.61;56.54;55.1;45.4;60.13;-;45.37
Jan 8, 2017;1:00 PM;-;30.87;36.96;64.6;56.2;40.53;36.96;36.96;55;56.2;42.28;58.09;-;40.53
Jan 8, 2017;2:00 PM;-;30.85;35.14;54.74;54;39.73;35.14;35.14;51.56;54;40.21;59.06;-;39.73
Jan 8, 2017;3:00 PM;-;30.96;35.16;53;53;42.75;35.16;35.16;51.15;53;42.1;57.25;-;42.75
Jan 8, 2017;4:00 PM;-;31.6;35.63;54.08;54.08;53.7;35.63;35.63;53.71;54.08;48.15;64.35;-;53.87
Jan 8, 2017;5:00 PM;-;31.84;35.27;60.95;60.95;60.95;35.27;35.27;60;60.95;56.9;71;-;60.95
Jan 8, 2017;6:00 PM;-;31.46;34;70.51;70.51;64.93;34;34;64.32;70.51;57.4;71;-;64.93
Jan 8, 2017;7:00 PM;-;31;32.97;75.52;75.52;58.91;32.97;32.97;64.08;75.52;53.69;71;-;58.91
Jan 8, 2017;8:00 PM;-;30.83;30.83;73.2;73.2;50.03;31.16;30.83;61.08;73.2;49;68.02;-;50.03
Jan 8, 2017;9:00 PM;-;30.95;30.95;68.4;68.4;39.06;32.64;30.95;58.94;68.4;40.44;64.35;-;39.06
Jan 8, 2017;10:00 PM;-;30.55;30.55;71.21;63.2;40.06;30.55;30.55;58.91;63.2;43.11;61.52;-;40.06
Jan 8, 2017;11:00 PM;-;29.89;29.89;65.88;57.4;37.09;29.89;29.89;56.28;57.4;37.7;57.69;-;37.09
Jan 9, 2017;12:00 AM;-;29.56;29.56;58;55.85;40;-;29.56;59.02;40;38.58;46.37;-;40
Jan 9, 2017;1:00 AM;-;29.11;29.11;52.9;52.9;39.05;29.11;29.11;53.77;39.05;38.92;40.36;-;39.05
Jan 9, 2017;2:00 AM;-;28.99;28.99;50.04;50.04;39.21;28.99;28.99;51.73;39.21;38.38;38.38;-;39.21
Jan 9, 2017;3:00 AM;-;29.16;29.16;45.75;45.75;39.24;29.16;29.16;48.55;39.24;37.12;38.55;-;39.24
Jan 9, 2017;4:00 AM;-;29.71;29.71;45.02;45.02;36.62;29.71;29.71;48.02;40.26;38.43;44.38;-;40.26
Jan 9, 2017;5:00 AM;-;30.41;30.41;52.24;52.24;37.45;-;30.41;50.75;52.24;40.35;56.1;-;43.84
Jan 9, 2017;6:00 AM;-;30.77;30.77;65.75;65.75;42.61;34.85;30.77;59.35;65.75;53.68;70.78;-;58.99
Jan 9, 2017;7:00 AM;-;31.66;43.12;78.01;78.01;57.67;43.12;43.12;69.98;78.01;72.43;75.44;-;74.04
Jan 9, 2017;8:00 AM;-;32.03;44.44;89.78;89.78;58;-;44.44;73.03;89.78;70.3;83.94;-;75.49
Jan 9, 2017;9:00 AM;-;31.83;44.92;80;80;67.88;44.92;44.92;73.25;80;71.16;90.03;-;74.63
