Date;Time of day;Germany/Luxembourg[Euro/MWh];Denmark 1[Euro/MWh];Denmark 2[Euro/MWh];France[Euro/MWh];Northern Italy[Euro/MWh];Netherlands[Euro/MWh];Poland[Euro/MWh];Sweden 4[Euro/MWh];Switzerland[Euro/MWh];Slovenia[Euro/MWh];Czech Republic[Euro/MWh];Hungary[Euro/MWh];Austria[Euro/MWh];Germany/Austria/Luxembourg[Euro/MWh]
Jan 6, 2015;12:00 AM;-;30.02;30.02;45.56;49.78;36.9;-;30.02;43.4;29.9;30.66;33.35;-;30.02
Jan 6, 2015;1:00 AM;-;29.81;29.81;40.28;45.21;35.04;29.81;29.81;39.86;27.97;30.45;30.45;-;30.57
Jan 6, 2015;2:00 AM;-;29.41;29.41;39.2;38.8;34.5;29.41;29.41;38.04;27.31;28;28;-;30.25
Jan 6, 2015;3:00 AM;-;27.89;29.11;36.22;35;33.47;29.11;29.11;33.14;26.5;27.4;27.4;-;30.29
Jan 6, 2015;4:00 AM;-;27.89;29.5;34.04;33.43;33.97;29.5;29.5;30.21;26;28.25;28.25;-;30.63
Jan 6, 2015;5:00 AM;-;28.01;29.64;38.58;37.58;36.02;29.64;29.64;35.88;29.74;28.89;32.1;-;29.64
Jan 6, 2015;6:00 AM;-;29.67;29.67;43.32;43.5;39.96;-;29.67;41.41;39.91;33.75;44.91;-;29.67
Jan 6, 2015;7:00 AM;-;30.03;30.03;50;52;42.66;-;30.03;50.67;49.16;42.3;48.34;-;38.82
Jan 6, 2015;8:00 AM;-;30.5;40.76;49.53;52;44.94;-;30.5;50.26;50.72;45;50.18;-;40.76
Jan 6, 2015;9:00 AM;-;30.35;30.35;50.87;51.04;50.87;-;30.35;49.79;48.59;43.2;50.2;-;40.02
Jan 6, 2015;10:00 AM;-;30.53;30.53;50.86;50.28;50.86;34.01;30.53;48.34;45.6;40.7;50.86;-;33.99
Jan 6, 2015;11:00 AM;-;29.91;30.47;50.17;49.1;50.17;31.85;30.47;47.43;45.5;40.36;48.86;-;31.22
Jan 6, 2015;12:00 PM;-;29.62;30.06;47.97;47.97;47.97;34.71;30.06;46.26;44.43;37.57;47.07;-;30.06
Jan 6, 2015;1:00 PM;-;29.58;29.98;45.2;45.11;45.2;34.95;29.98;44.25;44.45;37.91;45.07;-;29.99
Jan 6, 2015;2:00 PM;-;29.57;29.99;41.45;45.44;41.45;34.8;29.99;43.79;43.09;37.63;45.03;-;30.73
Jan 6, 2015;3:00 PM;-;29.62;30.48;40.08;52.49;40.08;34.74;30.48;43.94;43.74;39.37;45.03;-;37.38
Jan 6, 2015;4:00 PM;-;29.99;30.83;43.62;57.89;43.62;37.97;30.83;47.01;48.6;42.67;52.65;-;40.32
Jan 6, 2015;5:00 PM;-;29.65;31.04;48.55;63.98;48.55;37.98;31.04;52.45;57.44;49.74;55.55;-;45.96
Jan 6, 2015;6:00 PM;-;29.58;30.52;52.32;61.1;45.71;39.22;30.52;54.26;59.92;46.9;55.33;-;45.71
Jan 6, 2015;7:00 PM;-;29;29.99;53.1;59.17;39.94;37.79;29.99;52.98;52.66;40.4;51.09;-;39.57
Jan 6, 2015;8:00 PM;-;28.45;29.61;48.78;55;44.94;36.01;29.61;49.96;48.49;36.15;45.06;-;32.92
Jan 6, 2015;9:00 PM;-;28.15;29.15;43.91;50;42.51;31.42;29.15;47.92;42.2;33.15;37.08;-;29.15
Jan 6, 2015;10:00 PM;-;28.08;28.11;44.58;50.27;44;29.87;28.11;48.94;36.45;29.86;45.02;-;28.46
Jan 6, 2015;11:00 PM;-;26.97;27.32;45.73;49.1;39.94;27.32;27.32;47.98;31.23;25.76;45.07;-;26.97
Jan 7, 2015;12:00 AM;-;26.35;26.35;40;49.92;36.11;25.3;26.35;43.5;27.47;27.57;28.21;-;24.97
Jan 7, 2015;1:00 AM;-;26.08;26.08;36.69;45.5;34.31;24.48;26.08;39.46;26.5;27;27;-;24.65
Jan 7, 2015;2:00 AM;-;26.03;26.03;37.45;45;32.55;23.57;26.03;37.08;25.12;25.8;25.8;-;24.68
Jan 7, 2015;3:00 AM;-;26.17;26.17;32.08;41.85;32.08;23.99;26.17;35.06;24.2;26.2;26.2;-;25.06
Jan 7, 2015;4:00 AM;-;26.1;26.74;29.48;41.85;29.48;24.35;26.74;33.69;25.5;26.5;26.5;-;26.1
Jan 7, 2015;5:00 AM;-;26.84;28.11;34.94;44.32;34.94;23.92;28.11;38.02;28.97;27.13;27.95;-;26.95
Jan 7, 2015;6:00 AM;-;30.07;30.27;41.74;51.96;35.78;30.27;30.27;47.98;39.75;33.3;34.24;-;31.43
Jan 7, 2015;7:00 AM;-;33.17;33.17;49.17;57.33;45.98;33.17;33.17;52.41;53.5;43.3;48.7;-;45.98
Jan 7, 2015;8:00 AM;-;34.1;34.1;54.44;69.69;47.91;37.94;34.1;53.9;63.5;49.3;51.14;-;47.91
Jan 7, 2015;9:00 AM;-;33.28;33.28;50.99;70.95;48.91;40.85;33.28;54.95;65;50.45;52.25;-;48.91
Jan 7, 2015;10:00 AM;-;34.08;34.08;50;66.4;50;40.85;34.08;54.22;60;49.06;49.95;-;50
Jan 7, 2015;11:00 AM;-;33.63;33.63;51.22;63.98;51.22;41.81;33.63;53.76;57.78;49;50.03;-;51.22
Jan 7, 2015;12:00 PM;-;32.76;33.11;50.15;54.99;50.15;41.24;33.11;51.98;54.99;48.21;49.76;-;50.15
Jan 7, 2015;1:00 PM;-;30.65;33.2;51.46;52.62;51.46;41.67;33.2;50.42;52.62;47.5;50.7;-;51.46
Jan 7, 2015;2:00 PM;-;30.31;33.61;50.88;64.34;50.88;41.68;33.61;48.95;55.06;46.4;54.92;-;50.88
Jan 7, 2015;3:00 PM;-;29.79;37.43;48;65;48;43.01;37.43;48.92;58.26;45.4;59.72;-;48
Jan 7, 2015;4:00 PM;-;30.72;40.71;47.14;65.02;47.14;46.3;40.71;49.79;65;48.44;67.56;-;47.14
Jan 7, 2015;5:00 PM;-;29.56;49.85;51.07;65.21;51.07;52.74;49.85;52.85;65.21;53;63.78;-;51.07
Jan 7, 2015;6:00 PM;-;28.84;38.06;52.46;63;47.42;47.95;38.06;55.86;63;50;63.37;-;47.42
Jan 7, 2015;7:00 PM;-;28.2;33.19;48.78;58.23;44.83;42.92;33.19;54.04;58.23;43.2;61.81;-;44.83
Jan 7, 2015;8:00 PM;-;27.75;31.12;47.45;52.1;39.1;40.89;31.12;50.3;52.1;36;61.81;-;33.86
Jan 7, 2015;9:00 PM;-;27.42;29.84;42.02;50.55;42;31.64;29.84;46.47;50.55;31;55.63;-;27.42
Jan 7, 2015;10:00 PM;-;26.7;28.72;45.57;49.78;37.92;31.3;28.72;47.86;49.61;26.2;54.92;-;27.02
Jan 7, 2015;11:00 PM;-;22.11;27.47;45.6;49.78;33.51;27.47;27.47;45.55;42.08;23;48.7;-;22.11
Jan 8, 2015;12:00 AM;-;21.92;26.51;43.88;46.48;33.11;26.51;26.51;44.19;37;21.6;46.55;-;21.92
Jan 8, 2015;1:00 AM;-;19.35;25.07;35.65;40.85;32.32;25.07;25.07;42.18;32.6;19;43.95;-;19.35
Jan 8, 2015;2:00 AM;-;16.11;24.57;35.87;40.03;31.1;24.57;24.57;41.09;29.4;14.19;40.02;-;16.11
Jan 8, 2015;3:00 AM;-;14.93;24.44;30.17;38.85;30.17;24.44;24.44;40.98;29;14.01;39.81;-;14.93
Jan 8, 2015;4:00 AM;-;15;24.54;24.54;39.1;24.54;24.54;24.54;39.18;30;15.23;42.19;-;15
Jan 8, 2015;5:00 AM;-;19.04;26.04;32;44.41;32;24.99;26.04;44.2;38;16.74;55.49;-;19.04
Jan 8, 2015;6:00 AM;-;26.17;28.19;40.96;60;38.81;31.16;28.19;47.02;48;24.1;65.58;-;26.17
Jan 8, 2015;7:00 AM;-;29.41;29.41;49.53;65.66;42.44;34.25;29.41;49.44;64;31;67.8;-;38.34
Jan 8, 2015;8:00 AM;-;28.1;29.66;48.07;78.24;45.55;35.58;29.66;49.99;73.9;33.4;66.69;-;37.7
Jan 8, 2015;9:00 AM;-;28.23;29.52;48.75;76;48.75;36.98;29.52;49.43;73.18;33.88;67.8;-;32.99
Jan 8, 2015;10:00 AM;-;28.35;29.57;49.29;71.35;49.29;37.14;29.57;48.76;70;34.35;66.69;-;31.95
Jan 8, 2015;11:00 AM;-;28.46;29.72;49.33;66.95;49.33;37.82;29.72;48.04;65.2;35.7;66.77;-;33.59
Jan 8, 2015;12:00 PM;-;28.46;29.72;48.43;57.75;48.43;38.23;29.72;48.09;57.75;35.1;65.58;-;34.37
Jan 8, 2015;1:00 PM;-;28.6;29.85;47.21;57.89;47.21;41.39;29.85;48.35;57.89;35.2;65.58;-;35.08
Jan 8, 2015;2:00 PM;-;28.45;30.22;43.47;65.15;51.4;38.67;30.22;48.41;65;35.5;66.69;-;34.45
Jan 8, 2015;3:00 PM;-;28.24;30.83;38.27;65;40.5;39.46;30.83;48.42;65;34.7;65.58;-;38.12
Jan 8, 2015;4:00 PM;-;28.43;31.69;41.07;65.99;41.1;43.92;31.69;48.47;65.99;35.7;66.25;-;32.47
Jan 8, 2015;5:00 PM;-;28.4;32.03;47.97;67.08;54.5;43.14;32.03;48.1;67.08;39.3;67.8;-;36.49
Jan 8, 2015;6:00 PM;-;27.98;31.05;51.25;64;51.25;41.53;31.05;47.42;64;36.71;65.58;-;31.82
Jan 8, 2015;7:00 PM;-;27.69;30.37;50.31;62;50.31;40.73;30.37;46.75;62;34.3;65.01;-;32.93
Jan 8, 2015;8:00 PM;-;27.46;29.44;47.97;57.2;47.97;36.73;29.44;46.69;57.2;27.69;63.36;-;29.44
Jan 8, 2015;9:00 PM;-;27.31;28.62;40.5;51.01;40.5;32.29;28.62;46.31;51.01;23.62;53.07;-;28.62
Jan 8, 2015;10:00 PM;-;26.71;27.4;43.8;50.26;43.8;28.68;27.4;46.91;50.26;20;54.77;-;26.71
Jan 8, 2015;11:00 PM;-;15.93;25.91;44.05;48.9;44.05;-;25.91;41;45.78;13.97;47.81;-;15.93
Jan 9, 2015;12:00 AM;-;11.55;25.89;32.06;44.89;32.28;22.88;25.89;42.44;35.09;13.79;40.04;-;11.55
Jan 9, 2015;1:00 AM;-;13.47;25.37;29.71;41.1;29.71;20.15;25.37;41.31;27.47;13;18.02;-;13.47
Jan 9, 2015;2:00 AM;-;11.23;25.17;28.53;40.8;28.97;-;25.17;41.98;23.33;9.95;9.95;-;11.23
Jan 9, 2015;3:00 AM;-;16;25.12;23.75;40.03;25.12;-;25.12;41.06;19.15;7.05;7.05;-;9.37
Jan 9, 2015;4:00 AM;-;16.26;25.46;16.05;40.8;25.46;-;25.46;41.07;19.86;8.35;8.35;-;10.33
Jan 9, 2015;5:00 AM;-;19.94;26.88;21.44;46.21;25.84;-;26.88;44.07;32.5;13;24.24;-;10.57
Jan 9, 2015;6:00 AM;-;24.36;28.17;31.86;52.04;31.86;29.88;28.17;45.48;44.52;26.6;43.01;-;20.08
Jan 9, 2015;7:00 AM;-;29.24;29.24;44;60.03;44;31.58;29.24;46.98;59.5;31.4;60.02;-;34.24
Jan 9, 2015;8:00 AM;-;27.45;29.71;45.82;69.65;45.82;33.84;29.71;47.93;69.65;28.7;55.6;-;29.99
Jan 9, 2015;9:00 AM;-;27.38;29.11;45.59;71.94;47.16;34.93;29.11;47.28;71.94;29;59.61;-;28.33
Jan 9, 2015;10:00 AM;-;27.33;29.74;42.52;65.39;42.52;35.24;29.74;47.95;65.39;28.1;60.07;-;28.51
Jan 9, 2015;11:00 AM;-;27.23;30.46;41.57;63.98;43;38.1;30.46;47.95;63.98;28;60.05;-;31.69
Jan 9, 2015;12:00 PM;-;27.15;30.51;41.01;52.44;41.01;40.38;30.51;47.9;52.44;27.2;51.82;-;31.11
Jan 9, 2015;1:00 PM;-;27.08;29.95;39.24;51.05;40;41.78;29.95;46.98;51.05;26.4;49;-;29.95
Jan 9, 2015;2:00 PM;-;27.03;29.17;36.29;54.45;39.94;39.27;29.17;46.92;54.45;25;49.49;-;29.17
Jan 9, 2015;3:00 PM;-;27.02;29.47;29.47;58;39.96;40.39;29.47;46.95;58;25.61;54.94;-;29.47
Jan 9, 2015;4:00 PM;-;27.12;30.09;30.09;61;39.96;44.25;30.09;46.95;61;25.6;60.28;-;30.09
Jan 9, 2015;5:00 PM;-;27.15;30.99;35.43;65.04;52.44;44.14;30.99;45.96;65.04;30.4;68;-;33.47
Jan 9, 2015;6:00 PM;-;27.1;30.63;41;63.98;41;41.9;30.63;45.91;62.73;30.1;62.02;-;32.78
Jan 9, 2015;7:00 PM;-;27.02;29.91;38.95;58.43;38.95;41.75;29.91;44.94;58.43;27.5;58.94;-;33.47
Jan 9, 2015;8:00 PM;-;26.96;28.85;32.53;51.8;36.51;38.32;28.85;44.58;51.8;23.75;45.82;-;30.11
Jan 9, 2015;9:00 PM;-;26.69;28.32;26.69;50.4;34.6;29.96;28.32;44.95;48;21.01;40.04;-;26.69
Jan 9, 2015;10:00 PM;-;21.64;27.89;26.56;48.8;31.09;27.89;27.89;45.66;44.49;18.37;44.53;-;21.64
Jan 9, 2015;11:00 PM;-;14.72;26.74;25.26;44.96;29.46;-;26.74;43.28;33.32;12;34.48;-;14.72
